"name","industry_label_list","revenue","netIncome","equity","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Bombardier Inc.","Aerospace","1.624E10",,,13000,"",,"","",,""
"Braskem","Petrochemical","1.47E10",,,7656,"",,"","",,""
"Gedeon Richter (company)","Biotechnology,Pharmaceutical industry","1.57E9",,,12696,"",,"","",,""
"Hirose Electric Group","Electronics","1.1E9",,,4044,"",,"","",,""
"Hokkaido Electric Power Company","Electric power transmission,Electricity generation","702776.0",,,10962,"",,"","",,""
"Lottoland","Lottery betting,Sweepstake","3.0E8",,,350,"",,"","",,""
"Love's","Convenience store,Energy,Hospitality,Self storage","2.06E10",,,27000,"",,"","",,""
"Hewlett Packard Enterprise","Artificial intelligence,Cloud computing,Computer hardware,Computer network,Financial technology,Internet of things,Software","2.7E10","-3.2E8","1.61E10",59400,"Spring (Teksas),Spring (Texas),Spring, Texas,Teksas,Teksaso,Texas,Texas (staat),Τέξας,Спрінг (Техас),Техас,تكساس,سبرينغ (تكساس),テキサス州,德克萨斯州,스프링 (텍사스주),텍사스주","HPE",",NYSE:HPE,http://dbpedia.org/resource/S&P_500","Antonio Neri (Manager),Antonio Neri (businessman),Patricia Russo,Руссо, Патриция,باتريسيا روسو",2015-11-01,"2015-11-01,http://dbpedia.org/resource/San_Jose,_California"
"Lojas Riachuelo","Department store","1.9E9",,,44000,"",,"","",,""
"Lotte Hi-Mart","Retail","5.05E7",,,3872,"",,"","",,""
"Gerber Legendary Blades","Manufacturing","1.0E8",,,300,"",,"","",,""
"Heritage Bank","Bank,Financial services","4.04E8",,,800,"",,"","",,""
"Lok'nStore","Self storage","2.19E7",,,170,"",,"","",,""
"Longrich","Direct selling","1.0E9",,,12000,"",,"","",,""
"LuLu Group International","Conglomerate (company)","7.4E9",,,57000,"",,"","",,""
"Luvos","Cosmetics,Naturopathy","4000000.0",,,15,"",,"","",,""
"Hilton Worldwide","Hospitality industry","4.307E9",,,173000,"",,"","",,""
"NIO (car company)","Automotive industry","16.258",,,7000,"",,"","",,""
"Navantia","Arms industry,Engineering,Shipbuilding","1082.0",,,5500,"",,"","",,""
"Neiman Marcus","Retail","4.9E9",,,13500,"",,"","",,""
"Philippine Airlines","Airline","5.526E10",,,6689,"",,"","",,""
"Phoenix Technologies","Software","6.77E7",,,200,"",,"","",,""
"Petrobras Distribuidora","Fossil fuel","2.51E10",,,4000,"",,"","",,""
"Nelvana","Animation","6.0E8",,,200,"",,"","",,""
"National Company for Rail Transport","Rail transport","4.5E9",,,12933,"",,"","",,""
"National Retail Properties","Real estate investment trust","6.74E8",,,70,"",,"","",,""
"Navteq","Global Positioning System","8.53E8",,,5500,"",,"","",,""
"Peñoles","Mining","7.8E9",,,66838,"",,"","",,""
"Phillips Foods, Inc. and Seafood Restaurants","Restaurant","2.0E8",,,1200,"",,"","",,""
"Plantaže","Drink","3.05E7",,,700,"",,"","",,""
"Piraeus Bank","Financial services","1.893E9",,,9,"",,"","",,""
"PocketBook International","Consumer electronics,Digital distribution","1.51E8",,,230,"",,"","",,""
"RATP Group","Public transport","5.704E9",,,64000,"",,"","",,""
"RR Donnelley","Printing","6.276E9",,,36400,"",,"","",,""
"Radical Sportscars","Car","20.0",,,140,"",,"","",,""
"Randstad NV","Professional services","2.381E10",,,38820,"",,"","",,""
"Rayonier Advanced Materials","Chemical substance","1.7E9",,,1200,"",,"","",,""
"Realtek","Semiconductor","7.7759E10",,,6098,"",,"","",,""
"Regal Hotels International","Property","1141.0",,,1650,"",,"","",,""
"Hornbach (retailer)","Retail","5.12E9",,,22136,"",,"","",,""
"Statnett","Electricity","5.906E9",,,1226,"",,"","",,""
"Redner's Markets","Supermarket","7.571E8",,,4500,"",,"","",,""
"Remo","Musical instrument","4.75E7",,,300,"",,"","",,""
"Sprinklr","Customer experience","3.869E8",,,2400,"",,"","",,""
"Srbijagas","Natural gas","7.8853E8",,,4234,"",,"","",,""
"Station Casinos","Gambling,Hospitality industry","1.38E9",,,11600,"",,"","",,""
"Red Gold","Food processing","425.5",,,2100,"",,"","",,""
"InFiber","Telecommunications","1.8E8",,,21,"",,"","",,""
"Springs Global","Textile","8.208E8",,,3980,"",,"","",,""
"Reinsurance Group of America","Reinsurance","1.67E10",,,2640,"",,"","",,""
"Steinhoff International","Retail","1.29E10",,,130000,"",,"","",,""
"Cumerio","Copper","3329000.0",,,4,"",,"","",,""
"Zale Corporation","Retail","1.888E9",,,12500,"",,"","",,""
"Empresaria Group","Recruitment","2.565E8",,,1764,"",,"","",,""
"Zovio","Educational technology","3.97E8",,,100,"",,"","",,""
"Piatnik","Playing card","2.7E7",,,200,"",,"","",,""
"Depository Trust & Clearing Corporation","Finance","1.784368E9",,,4300,"",,"","",,""
"Zoran Corporation","Consumer electronics,Fabless manufacturing","3.57E8",,,1411,"",,"","",,""
"Phoenix Solar","Photovoltaics","6.357E8",,,310,"",,"","",,""
"Apatin Brewery","Drink","8.779E7",,,719,"",,"","",,""
"Artnet","Art market","2.1878E7",,,122,"",,"","",,""
"Antibiotice Iași","Pharmaceutical industry","8.16E7",,,1415,"",,"","",,""
"First American Corporation","Financial services","7.1E9",,,19597,"",,"","",,""
"Flexirent","Finance","223.0",,,500,"",,"","",,""
"Forcepoint","Computer security","6.58E8",,,2300,"",,"","",,""
"Arianespace","Aerospace","1.433E9",,,321,"",,"","",,""
"Arlington Asset Investment","Real estate investment trust","1.23E8",,,11,"",,"","",,""
"Forever Living Products","Multi-level marketing","4.0",,,4100,"",,"","",,""
"News Corp","Mass media","9.008E9",,,24000,"",,"","",,""
"NextEra Energy","Electric power industry","1.92E10",,,8900,"",,"","",,""
"Nexteer Automotive","Automotive industry","3.03E9",,,12100,"",,"","",,""
"Nielsen Audio","Media market","4.2231E8",,,1625,"",,"","",,""
"Nihon Dempa Kogyo","Electronics","3.86E8",,,3419,"",,"","",,""
"Nissin Electric","Electrical device","1.098E11",,,4720,"",,"","",,""
"Nordica (airline)","Airline","8.3E7",,,141,"",,"","",,""
"Nikko Ceramics","Japanese pottery and porcelain","1.187E8",,,643,"",,"","",,""
"Nintendo","Consumer electronics,Video game industry","1.759E12",,,6547,"",,"","",,""
"Nordic Entertainment Group","Mass media,Radio,Streaming media,Television","12003.0",,,1708,"",,"","",,""
"VDL Nedcar","Automotive industry","2.0",,,4951,"",,"","",,""
"Vanke","Real estate","5.3253E10",,,131505,"",,"","",,""
"Veolia Water","Sewage treatment,Water supply,Water treatment","1.25E10",,,95789,"",,"","",,""
"Vaalco Energy","Petroleum industry","6.7E7",,,102,"",,"","",,""
"Unionbank (Philippines)","Financial services","3.858E10",,,3525,"",,"","",,""
"VF Corporation","Clothing,Fashion accessory","1.38E10",,,50000,"",,"","",,""
"Van Lanschot Kempen","Bank,Financial services","4.34E8",,,1564,"",,"","",,""
"Valhi, Inc.","Holding company","1.878E9",,,2784,"",,"","",,""
"Umicore","Metal,Mining","1.19E10",,,10224,"",,"","",,""
"United Airlines Holdings","Aviation","4.3259E10",,,93000,"",,"","",,""
"United Therapeutics","Biotechnology","1.4E9",,,950,"",,"","",,""
"Valid S.A.","Technology","2.0E9",,,6000,"",,"","",,""
"Veramark Technologies","Expense management","1.3165E7",,,95,"",,"","",,""
"Hilcona","Food processing","5.0E8",,,2000,"",,"","",,""
"Masergy Communications","Software","3.0E8",,,700,"",,"","",,""
"CBRE Group","Real estate","2.3826E10",,,100000,"",,"","",,""
"CCH Canadian","Publishing","4.6E9",,,19200,"",,"","",,""
"CMS Energy","Energy","6.68E9",,,8148,"",,"","",,""
"CPFL Energia","Electricity","8.0E9",,,7924,"",,"","",,""
"Butlin's","Leisure","184.6",,,3571,"",,"","",,""
"C&A","Retail","8.1E9",,,50000,"",,"","",,""
"CNA Financial","Insurance","9.366E9",,,6700,"",,"","",,""
"Broadridge Financial Solutions","Financial technology","4.993E9",,,10000,"",,"","",,""
"Bulgarian Postbank","Financial services","3.0524E8",,,3000,"",,"","",,""
"CK Hutchison Holdings","Conglomerate (company)","5.18E10",,,270000,"",,"","",,""
"COFCO Group","Food processing","72149.0",,,110896,"",,"","",,""
"Budweiser Budvar Brewery","Alcoholic drink,Brewing","2470.0",,,653,"",,"","",,""
"CANDU Owners Group","Nuclear power","7.444E7",,,55,"",,"","",,""
"CAPREIT","Real estate investment trust","778.0",,,28500,"",,"","",,""
"Caleres","Retail,Wholesaling","2.577E9",,,13400,"",,"","",,""
"Celesc","Electricity","2.2E9",,,3300,"",,"","",,""
"Cencosud","Retail","1.4E10",,,126530,"",,"","",,""
"Cardinal Health","Health care","1.6247E11",,,48000,"",,"","",,""
"Carnival Corporation & plc","Hospitality,Tourism","1.908E9",,,150000,"",,"","",,""
"Carter Holt Harvey","Building material,Wood","2.0E9",,,5000,"",,"","",,""
"Catamaran Corporation","Health informatics,Pharmacy benefit management","14780.094",,,1433,"",,"","",,""
"Cadence Bank","Bank","5.4254E8",,,1818,"",,"","",,""
"Canfor","Forest product","5.454E9",,,7111,"",,"","",,""
"Centrotherm Photovoltaics","Photovoltaics","6.918E7",,,817,"",,"","",,""
"Civeo Corporation","List of oil exploration and production companies","5.3E8",,,4000,"",,"","",,""
"Clas Ohlson","Retail","8211.0",,,5000,"",,"","",,""
"Cleveland-Cliffs","Direct reduced iron,Iron ore,Steel","2.04E10",,,25000,"",,"","",,""
"Class Editori","Mass media","6.472E7",,,340,"",,"","",,""
"Comgás","Petroleum industry","1.7E9",,,2500,"",,"","",,""
"Cielo S.A.","Financial services","3.0E9",,,1174,"",,"","",,""
"Cintas","Tertiary sector of the economy","4.476E9",,,40000,"",,"","",,""
"Citigroup","Financial services","7.43E10",,,210000,"",,"","",,""
"Citizens Financial Group","Bank","6.128E9",,,18100,"",,"","",,""
"Co-operative Bank of Kenya","Financial services","1.0E8",,,4000,"",,"","",,""
"Constant Contact","Online advertising","3.317E8",,,1235,"",,"","",,""
"Ciena","Telecommunications","3.532E9",,,7000,"",,"","",,""
"Cincinnati Bell","Telecommunications","1.599E9",,,4300,"",,"","",,""
"Compañía Minera Milpo","Mining","6.614E8",,,3350,"",,"","",,""
"Cosan","Energy industry,Sugar industry","2.607E9",,,45000,"",,"","",,""
"Dachser","Logistics","5.57E9",,,30609,"",,"","",,""
"DSP Group","Communications system,Telecommunications,Voice over IP","2.2548E8",,,409,"",,"","",,""
"CoreSite","Real estate investment trust","5.72E8",,,464,"",,"","",,""
"Crestron Electronics","Audiovisual","2.0E9",,,5000,"",,"","",,""
"DASHED","Online food ordering","7.5",,,122,"",,"","",,""
"DSM (company)","Chemical industry","8.632E9",,,21054,"",,"","",,""
"Dangote Group","Conglomerate (company)","4.1E9",,,30000,"",,"","",,""
"Danisco","Agriculture,Chemical substance","1.371E10",,,6880,"",,"","",,""
"Danske Bank (Norway)","Financial services","1970.0",,,1000,"",,"","",,""
"Altice Portugal","Telecommunications","2.718E9",,,10701,"",,"","",,""
"Janus Henderson","Investment management","2192.0",,,2335,"",,"","",,""
"Jerónimo Martins","Retail","1.8638E10",,,115428,"",,"","",,""
"King Soopers","Grocery store,Retail","4.0E9",,,20000,"",,"","",,""
"Jefferies Financial Group","Conglomerate (company)","8.185E9",,,4100,"",,"","",,""
"Jinjiang International","Hospitality,Tourism","8.68E9",,,100000,"",,"","",,""
"Kinder Morgan","Petroleum industry","1.17E10",,,11012,"",,"","",,""
"Krušik Valjevo","Arms industry","9.481E7",,,3025,"",,"","",,""
"Jive Software","Collaborative software","1.958E8",,,658,"",,"","",,""
"Jastrzębska Spółka Węglowa","Mining","1.78E9",,,22300,"",,"","",,""
"Kongsberg Satellite Services","Space industry","236.0",,,270,"",,"","",,""
"Kyrö Distillery Company","Liquor","4.0",,,29,"",,"","",,""
"La Rinascente","Retail","5.459E8",,,1700,"",,"","",,""
"LSC Communications","Printing","3.326E9",,,20000,"",,"","",,""
"LATAM Airlines Group","Aviation","9.895E9",,,43000,"",,"","",,""
"Tesco Corporation","Petroleum reservoir","1.34E8",,,1215,"",,"","",,""
"The Hertz Corporation","Car rental,Lease","5.258E9",,,24000,"",,"","",,""
"WinCo Foods","Retail","7.2E9",,,20000,"",,"","",,""
"Willmott Dixon","Construction","1323.0",,,3024,"",,"","",,""
"YKK","Manufacturing","6.1E9",,,42154,"",,"","",,""
"The Aerospace Corporation","Aerospace","9.7E8",,,3600,"",,"","",,""
"Wüsthof","Kitchenware","5.6E7",,,480,"",,"","",,""
"PIN Group","Courier,Mail","2.75E8",,,9000,"",,"","",,""
"Rowa Automatisierungssysteme","Automation,Machine","6.5E7",,,350,"",,"","",,""
"Rouses","Grocery store","5.0E8",,,6500,"",,"","",,""
"Allegheny Health Network","Health care","3.65E9",,,2600,"",,"","",,""
"DnB NORD","Bank","4.41E7",,,3400,"",,"","",,""
"People's Bank of Zanzibar","Financial services","8.2906799921E10",,,501,"",,"","",,""
"Vianex S.A.","Medication","3.4665E8",,,1,"",,"","",,""
"Roshen","Confectionery","1.0E9",,,10000,"",,"","",,""
"Ruby Tuesday (restaurant)","Restaurant","1.126566E9",,,32100,"",,"","",,""
"Russell Brands","Sports equipment","1.438E9",,,10000,"",,"","",,""
"Altergaz","Energy industry","1.6E9",,,200,"",,"","",,""
"Alliant Techsystems","Aerospace,Arms industry,Sports equipment","4.78E9",,,16000,"",,"","",,""
"Amalgamated Bank of Chicago","Financial services","2.17E7",,,167,"",,"","",,""
"American Home Mortgage","Finance","1.026E9",,,7409,"",,"","",,""
"Amway","Beauty,Health,Home care","8.4E9",,,16000,"",,"","",,""
"Anadarko Petroleum","Petroleum industry","1.307E10",,,4700,"",,"","",,""
"Alliance Data","Loyalty marketing","4.521E9",,,8000,"",,"","",,""
"Alticor","Holding company","9.2E9",,,13000,"",,"","",,""
"Amedei","Chocolate","3344797.0",,,33,"",,"","",,""
"Amira Nature Foods","Agribusiness","6.44E7",,,27,"",,"","",,""
"Bentley","Automotive industry","1119.0",,,3600,"",,"","",,""
"Andrade Gutierrez","Conglomerate (company)","2.308",,,223000,"",,"","",,""
"Anest Iwata","Machine","2.471E8",,,1292,"",,"","",,""
"Anicom","Insurance","334623.0",,,287,"",,"","",,""
"Bekaert","Chemical industry,Manufacturing","5.0E9",,,28000,"",,"","",,""
"Changhong Technology","Injection moulding","3.51328E8",,,2100,"",,"","",,""
"Chevys Fresh Mex","Types of restaurants","6.51E7",,,3000,"",,"","",,""
"Biotie Therapies","Biotechnology","4800000.0",,,38,"",,"","",,""
"Chemring Group","Military","3.933E8",,,2286,"",,"","",,""
"China Nepstar","Pharmacy","2.218E9",,,14793,"",,"","",,""
"Fukui Railway","Public transport bus service,Rail transport,Real estate,Taxi","2.255E9",,,236,"",,"","",,""
"GEO Group","Security","2.477E9",,,22000,"",,"","",,""
"Fuji Xerox","Document processing","11.1",,,40646,"",,"","",,""
"Fortescue Metals Group","Metal,Mining","1.762E10",,,11000,"",,"","",,""
"Fujikon","Original design manufacturer,Original equipment manufacturer","1.22E9",,,10000,"",,"","",,""
"GE Aviation","Aerospace","3.0566E10",,,48000,"",,"","",,""
"China Netcom","Telecommunications","7.844E9",,,92788,"",,"","",,""
"Foundation Coal","Mining","1690.0",,,3300,"",,"","",,""
"GN Store Nord","Electronics","6791.0",,,5075,"",,"","",,""
"KUKA","Automation","3.5E9",,,3643,"",,"","",,""
"KUKA","Automation","6.055E8",,,3456,"",,"","",,""
"KUKA","Automation","6.055E8",,,3902,"",,"","",,""
"KUKA","Automation","8.507E8",,,3675,"",,"","",,""
"GRTgaz","Petroleum industry","1.956E9",,,2959,"",,"","",,""
"Toms Shoes","Footwear","3.92E8",,,500,"",,"","",,""
"GTT Communications","Telephone company","1.491E9",,,3200,"",,"","",,""
"KBC Bank","Financial services","7.629E9",,,37854,"",,"","",,""
"KPMG","Professional services","3.213E10",,,236000,"",,"","",,""
"Julphar","Medication","1.43E9",,,5000,"",,"","",,""
"KGHM Polska Miedź","Metal,Metallurgy,Mining","3.9E9",,,33935,"",,"","",,""
"Town Pump","Casino,Convenience store,Filling station,Hotel","6.62E8",,,1871,"",,"","",,""
"Takenaka Corporation","Architecture,Construction,Engineering","1284.0",,,2506,"",,"","",,""
"Hotai Motor","Automotive industry,Financial services,Insurance","7.1E9",,,540,"",,"","",,""
"Travelport","Travel","2.5E9",,,3700,"",,"","",,""
"Vedior","Recruitment","7.66E9",,,14366,"",,"","",,""
"Toye, Kenning & Spencer","Clothing,Haberdasher,Jewellery,Medal ribbon,Service dress uniform","4230000.0",,,200,"",,"","",,""
"Transpetro","Petroleum industry","5.5E9",,,6000,"",,"","",,""
"EllisDon","Construction","3.5E9",,,2500,"",,"","",,""
"Topps","Collectable,Confectionery","9.16E7",,,422,"",,"","",,""
"Baidu","Artificial intelligence,Cloud computing,Internet","1.0707E11",,,41000,"",,"","",,""
"Bailey of Bristol","Caravan (trailer),Motorhome","1.44E8",,,500,"",,"","",,""
"Baird (investment bank)","Financial services","2.33E9",,,4500,"",,"","",,""
"BanRegio","Financial services","5.63E8",,,3000,"",,"","",,""
"TransUnion","Information technology","2.656E9",,,8000,"",,"","",,""
"TravelSky","Aviation","940.0",,,4000,"",,"","",,""
"Travelgenio","Travel agency","4.49E8",,,200,"",,"","",,""
"Trident Microsystems","Fabless manufacturing","2.71E8",,,565,"",,"","",,""
"Orange Belgium","Telecommunications","1.235E9",,,1712,"",,"","",,""
"Transat A.T.","Tour operator","3.5E9",,,5000,"",,"","",,""
"Bain & Company","Management consulting","4.5E9",,,10500,"",,"","",,""
"Banco Credicoop","Bank,Insurance,Pension fund","4.16E8",,,5000,"",,"","",,""
"Banco Cruzeiro do Sul","Finance","2.512E8",,,3666,"",,"","",,""
"Banco Hipotecario","Financial services","3.3E8",,,1892,"",,"","",,""
"Banco Itaú Chile","Financial services","4.366E8",,,2451,"",,"","",,""
"Banco de Brasília","Financial services","8.328E8",,,3280,"",,"","",,""
"Bank M","Financial services","8040000.0",,,213,"",,"","",,""
"Bank Mellat","Bank,Financial services,Insurance","6.761E9",,,19876,"",,"","",,""
"Bank of Iwate","Bank,Financial services","4.27E8",,,1492,"",,"","",,""
"Bankia","Financial services","3.027E9",,,13463,"",,"","",,""
"JGC Holdings Corporation","Construction,Engineering","8.799E11",,,7554,"",,"","",,""
"JYP Entertainment","Entertainment,Retail","1.28E8",,,235,"",,"","",,""
"Jaguar Land Rover","Automotive industry","2.2984E10",,,39787,"",,"","",,""
"Istrabenz","Conglomerate (company)","9.41E8",,,4722,"",,"","",,""
"JSW Group","Conglomerate (company)","1.2E10",,,55000,"",,"","",,""
"Barnes Group","Aerospace,Manufacturing","1.1",,,5000,"",,"","",,""
"Basilea Pharmaceutica","Medication","1.344E8",,,225,"",,"","",,""
"Beam Suntory","Alcohol industry","3.1E9",,,4800,"",,"","",,""
"JDSU","Telecommunications equipment","1.709E9",,,5100,"",,"","",,""
"Shell plc","Energy industry","2.615E11",,,86000,"",,"","",,""
"Shoppers Food & Pharmacy","Grocery store,Retail","5800000.0",,,300,"",,"","",,""
"Siebel Systems","Programming language,Software","1.34E9",,,5036,"",,"","",,""
"The North Alliance","Advertising,Brand,Communication,Design,Marketing,Technology","9.85E8",,,850,"",,"","",,""
"The Wendy's Company","Foodservice","1.4E9",,,14000,"",,"","",,""
"Sherritt International","Mining,Natural gas,Petroleum","4.97E8",,,3255,"",,"","",,""
"Shimadzu","Scientific instrument","3.854E11",,,13182,"",,"","",,""
"Shumerlya Special Vehicles Plant","Arms industry","2.0",,,1400,"",,"","",,""
"Covanta","Renewable energy,Waste management","1868.0",,,4000,"",,"","",,""
"Shoei","Motorcycle helmet","14244.0",,,457,"",,"","",,""
"Sika AG","Chemical substance","8.1E9",,,25000,"",,"","",,""
"The Stars Group","Online gambling","2.0E9",,,4500,"",,"","",,""
"FedEx Express","Airline","1.0057E11",,,275000,"",,"","",,""
"Acision","Mobile telephony","5.0E8",,,1100,"",,"","",,""
"Exim Bank (Djibouti)","Financial services","2000000.0",,,70,"",,"","",,""
"Fendi","Luxury goods","1.17E9",,,3000,"",,"","",,""
"Refinitiv","Financial technology","6.1",,,18500,"",,"","",,""
"Swissqual","Telecommunications","4.0E7",,,100,"",,"","",,""
"Maroc Telecom","Telecommunications","3.0",,,10609,"",,"","",,""
"Maserati","Automotive industry","1.603E9",,,1100,"",,"","",,""
"Maspex","Food industry","1.7E9",,,9200,"",,"","",,""
"Destination XL Group","Retail","4.6751E8",,,3092,"",,"","",,""
"Jidong Cement","Cement","2.36E9",,,9000,"",,"","",,""
"Qimonda","Semiconductor","1.79E9",,,13500,"",,"","",,""
"Aero Controls","Aerospace engineering","50.0",,,250,"",,"","",,""
"Hoss's Steak and Sea House","Restaurant","3.0E8",,,2600,"",,"","",,""
"Frontier California","Telecommunications","8.6E9",,,21200,"",,"","",,""
"Iofina","Iodine","2.4E7",,,82,"",,"","",,""
"HostGator","Web hosting service","1.0E8",,,1000,"",,"","",,""
"Hubert Burda Media","Mass media,Publishing","2.66E9",,,12369,"",,"","",,""
"Husky Energy","Petroleum industry","1.9983E10",,,4800,"",,"","",,""
"Hypera Pharma","Medication","1.1E9",,,7515,"",,"","",,""
"Huntsman Corporation","Chemical industry","6.018E9",,,9000,"",,"","",,""
"IA Financial Group","Financial services,Health insurance,Life insurance","3.681",,,5700,"",,"","",,""
"Maeda Corporation","Construction,Engineering","4.2E9",,,4133,"",,"","",,""
"IMBEL","Arms industry","5.0E8",,,800,"",,"","",,""
"IMIDRO","Conglomerate (company)","5.0E8",,,5000,"",,"","",,""
"IMEC","Digital electronics,Nanoelectronics","5.35E8",,,4000,"",,"","",,""
"Live Nation (events promoter)","Tour promoter","1.034E10",,,28000,"",,"","",,""
"MUFG Union Bank","Bank","5.28E9",,,13900,"",,"","",,""
"Oil & Gas Development Company","List of oil exploration and production companies","4.5E9",,,11000,"",,"","",,""
"Olympus Corporation","Electronics","847105.0",,,39727,"",,"","",,""
"Manchester Liners","Transport","3.0E7",,,2150,"",,"","",,""
"Novant Health","Health care","5.4E9",,,29233,"",,"","",,""
"ManpowerGroup","Professional services","2.199E10",,,30000,"",,"","",,""
"Nucleus Software Exports","IT service management","346.22",,,1665,"",,"","",,""
"OTP Bank","Bank,Financial services","6.247E11",,,41128,"",,"","",,""
"Obrascón Huarte Lain","Construction","5.218E9",,,26661,"",,"","",,""
"BuyAutoParts.com","List of auto parts","52.9",,,118,"",,"","",,""
"Nycomed","Medication","3400.0",,,12400,"",,"","",,""
"Opal Property Group","Property","143.0",,,550,"",,"","",,""
"Ricardo PLC","Arms industry,Automotive industry,Maritime transport,Sustainable energy","3.52E8",,,3000,"",,"","",,""
"Omron","Electronics industry","8.279E9",,,39427,"",,"","",,""
"Sky Deutschland","Mass media","9.778E8",,,1420,"",,"","",,""
"Roche","Pharmaceutical industry","5.8323E10",,,101200,"",,"","",,""
"Omeros (company)","Biopharmaceutical","7.38E7",,,265,"",,"","",,""
"Rentokil Initial","Service (economics)","2823.0",,,36000,"",,"","",,""
"RingCentral","Cloud computing","9.028E8",,,2363,"",,"","",,""
"Coeur Mining","Mining","6.65777E8",,,1898,"",,"","",,""
"Skechers","Clothing industry","6.285E9",,,11700,"",,"","",,""
"Snowy Hydro","Energy","1.201E9",,,650,"",,"","",,""
"HTI Group","Aerial lift,Snow grooming","1.0",,,3800,"",,"","",,""
"Helkama","Automotive industry,Home appliance","3.2E8",,,1000,"",,"","",,""
"KWorld","Digital television,Multimedia","2.4E7",,,120,"",,"","",,""
"Canadian Electric Vehicles","Automotive industry","2000000.0",,,6,"",,"","",,""
"Snam","Petroleum industry","2604.0",,,3025,"",,"","",,""
"Softline International","Cloud computing,Information technology consulting,Software,Software distribution","1.8E9",,,5000,"",,"","",,""
"Sonoco","Packaging and labeling","5.237E9",,,21000,"",,"","",,""
"Sophos","Software","7.106E8",,,3600,"",,"","",,""
"Southern and Eastern Norway Regional Health Authority","Health care","4.4E10",,,69000,"",,"","",,""
"HHLA","Logistics,Transport","1382.0",,,6296,"",,"","",,""
"Tvsdesign","Architecture","3.8E7",,,175,"",,"","",,""
"Solvay S.A.","Chemical industry,Pharmaceutical industry","1.03E10",,,23000,"",,"","",,""
"Solvay S.A.","Chemical industry,Pharmaceutical industry","8.9E9",,,24500,"",,"","",,""
"Sony","Conglomerate (company)","8.138E10",,,109700,"",,"","",,""
"Optiv","Information security","2.2E9",,,1900,"",,"","",,""
"Smith (advertising agency)","Advertising","4.0E7",,,300,"",,"","",,""
"Solvay Indupa","Petrochemical","6.549E8",,,392,"",,"","",,""
"Sonata Software","Information technology","4.22E8",,,4200,"",,"","",,""
"Gunvor","Commodity","7.5E10",,,1500,"",,"","",,""
"Hindustan Antibiotics","Medication","1.2E7",,,1500,"",,"","",,""
"People Telecom","Telecommunications","9.0E7",,,70,"",,"","",,""
"Orbital Sciences Corporation","Aerospace manufacturer,Arms industry,Space industry","1.37E9",,,3300,"",,"","",,""
"OutSystems","Digital transformation,Enterprise software,Platform as a service","1.0E8",,,1228,"",,"","",,""
"OverstockArt.com","Retail","4100000.0",,,24,"",,"","",,""
"PRISA","Broadcasting,Entertainment,Internet,Media (communication),Publishing","6.822E9",,,14987,"",,"","",,""
"Padma Oil Company","List of oil exploration and production companies","2.06E9",,,1172,"",,"","",,""
"Virgin Atlantic","Airline","2.781E9",,,5000,"",,"","",,""
"Vishay Intertechnology","Electronics","2.594E9",,,20900,"",,"","",,""
"Voestalpine","Capital good,Steel","1.13E10",,,48654,"",,"","",,""
"PTT Exploration and Production","Petroleum industry","5.24E9",,,3864,"",,"","",,""
"Vivimed Labs","Chemical substance,Manufacturing","9524.0",,,3000,"",,"","",,""
"Pareto Group","Financial services","3276.0",,,283,"",,"","",,""
"PJSC VimpelCom","Mobile phone,Telecommunications","4.65E9",,,28500,"",,"","",,""
"PKB Corporation","Agribusiness","1.221E7",,,51,"",,"","",,""
"PS Business Parks","Real estate investment trust","4.29E8",,,155,"",,"","",,""
"Vonovia","Real estate","4.4E9",,,10345,"",,"","",,""
"Walmart","Retail","5.592E11",,,2300000,"",,"","",,""
"WEG Industries","Industrial engineering","1.859E10",,,31497,"",,"","",,""
"Paysafecard","E-commerce payment system","1.916E8",,,245,"",,"","",,""
"Associated Grocers","Food,General line of merchandise","794.8",,,780,"",,"","",,""
"Global Fashion Group","Online shopping","1.36E9",,,9000,"",,"","",,""
"Voya Financial","Financial services","7.6E9",,,6000,"",,"","",,""
"Gigaset Communications","Consumer electronics","2.8E8",,,888,"",,"","",,""
"GlobalLogic","Software development","850.0",,,25000,"",,"","",,""
"SOFEL","Information technology","9.1E7",,,50,"",,"","",,""
"Great Lakes Pilotage Authority","Maritime transport","3.54E7",,,82,"",,"","",,""
"Grupo Famsa","Retail","1.1E9",,,18000,"",,"","",,""
"Good Energy","Renewable energy","73.9",,,299,"",,"","",,""
"Grupo Silvio Santos","Conglomerate (company)","5.2E9",,,20100,"",,"","",,""
"Autonet Group","Car","1.47E8",,,950,"",,"","",,""
"Axpo Holding","Energy supply","4808.0",,,5350,"",,"","",,""
"IberiaBank","Finance","1.2E9",,,3441,"",,"","",,""
"Gold Fields","Gold mining","2.578E9",,,17611,"",,"","",,""
"Goldwind","Wind power industry","37.06",,,6000,"",,"","",,""
"Good Sam Enterprises","Recreational vehicle","5.622E8",,,1621,"",,"","",,""
"Good Times Burgers & Frozen Custard","Restaurant","123.953",,,2230,"",,"","",,""
"Goodman Global","Heating, ventilation, and air conditioning","2.6E9",,,5000,"",,"","",,""
"H.B. Fuller","Adhesive","2.79E9",,,6428,"",,"","",,""
"Ichibanya","Foodservice","38043.0",,,775,"",,"","",,""
"Icop","Civil engineering,Construction","111424.0",,,400,"",,"","",,""
"Improbable (company)","Cloud computing,Information technology,Military technology,Video game","1.2",,,1000,"",,"","",,""
