"name","industry_label_list","revenue","netIncome","equity","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Cetera Financial Group","Financial services","1.6E9",,,1300,"",,"","",,""
"Carso Global Telecom","Telecommunications","1.6E10",,,82890,"",,"","",,""
"Celgene","Biotechnology","1.5281E10",,,8852,"",,"","",,""
"Civmec","Construction,Engineering,Shipbuilding","3.92E8",,,2000,"",,"","",,""
"Coca-Cola Enterprises","Drink","7.6E9",,,13250,"",,"","",,""
"Copa Airlines","Airline","2.678E9",,,9450,"",,"","",,""
"ClearScore","Financial technology,Personal finance,Software","5.7E7",,,200,"",,"","",,""
"Cogna Educação","Higher education","2.1E9",,,36000,"",,"","",,""
"Concho Resources","Petroleum industry","4.592E9",,,1453,"",,"","",,""
"Conrad Electronic","Mail order,Retail","8.65E8",,,3200,"",,"","",,""
"Continente (supermarket)","Retail","3275000.0",,,28150,"",,"","",,""
"Convera Corporation","Internet,Software","1300000.0",,,32,"",,"","",,""
"Commercial Bank of Africa (Tanzania)","Bank","2.3236E10",,,160,"",,"","",,""
"Coop Pank","Financial services","31.0",,,230,"",,"","",,""
"Consolidated Contractors Company","Vegetable oil","7.4E9",,,120000,"",,"","",,""
"Cogeco","Telecommunications","2.15E9",,,4500,"",,"","",,""
"CommScope","Telecommunications","8.435E9",,,30000,"",,"","",,""
"Compañía Minera Atacocha","Mining","1.348E8",,,2057,"",,"","",,""
"Corel","Computer programming,Software","2.682E8",,,500,"",,"","",,""
"Costco","Retail","1.6676E11",,,273000,"",,"","",,""
"D/S Norden","Freight transport","2.19E9",,,420,"",,"","",,""
"DST Systems","Corporate services","2.825E9",,,13420,"",,"","",,""
"DW Sports Fitness","Health club,Retail","1.394E8",,,1700,"",,"","",,""
"Cosmo Oil Company","Petroleum industry","3537.0",,,1837,"",,"","",,""
"Coventry Health Care","Health insurance","1.4113E10",,,14400,"",,"","",,""
"CorVel Corporation","Health administration","5.92E8",,,3500,"",,"","",,""
"CorVel Corporation","Health administration","3.8E8",,,3500,"",,"","",,""
"Correios","Courier","8.0E9",,,115000,"",,"","",,""
"DDOR Novi Sad","Financial services","9.022E7",,,1379,"",,"","",,""
"DFCU Bank","Financial services","3.04244E11",,,1034,"",,"","",,""
"DJI","Consumer electronics,Photography,Technology,Videography","2.4E10",,,14000,"",,"","",,""
"Croda International","Chemical substance","1390.0",,,4000,"",,"","",,""
"Dana Incorporated","Automotive industry","8.6E9",,,36000,"",,"","",,""
"Danaher Corporation","Conglomerate (company)","2.9453E10",,,80000,"",,"","",,""
"Danske Bank","Financial services","42383.0",,,22376,"",,"","",,""
"Daqo New Energy","Material,Photovoltaics","1.962E8",,,1813,"",,"","",,""
"Daqo New Energy","Material,Photovoltaics","3.232E8",,,1518,"",,"","",,""
"Databricks","Software","8.13E8",,,6000,"",,"","",,""
"David Jones Limited","Retail","2.2E9",,,7200,"",,"","",,""
"Alliance Boots","Pharmaceutical industry,Retail","2.34E10",,,120000,"",,"","",,""
"Dataram","Technology","3.0399E7",,,55,"",,"","",,""
"Beckett Media","Electronic publishing,Publishing","1.41E7",,,135,"",,"","",,""
"Beher (company)","Food","2.0E7",,,90,"",,"","",,""
"Korea National Oil Corporation","Petroleum","2.51E9",,,1272,"",,"","",,""
"Kurt Geiger","Fashion accessory,Footwear","2.6E8",,,1700,"",,"","",,""
"Jat Tehnika","Aerospace engineering","2.383E7",,,796,"",,"","",,""
"Lagardère Group","Mass media,Publishing","4439.0",,,27535,"",,"","",,""
"Landry's","Entertainment,Hospitality industry,Restaurant","3.0E9",,,58000,"",,"","",,""
"Lands' End","Retail","1.452E9",,,5000,"",,"","",,""
"DSPACE GmbH","Aerospace,Automotive industry,Software","1.47E8",,,1500,"",,"","",,""
"L'Occitane en Provence","Personal care","1319.0",,,9000,"",,"","",,""
"L'Oréal","Fast-moving consumer goods","3.228E10",,,88000,"",,"","",,""
"LGI Homes","Construction","1.8E9",,,1001,"",,"","",,""
"La Polar","Department store","7.959E8",,,6000,"",,"","",,""
"Lafarge (company)","Building material","1.2843E10",,,63000,"",,"","",,""
"Laredo Petroleum","Petroleum industry","6.77E8",,,257,"",,"","",,""
"Tenable, Inc.","Computer security","4.402E8",,,1367,"",,"","",,""
"LEAP Legal Software","Software development","5.0E7",,,600,"",,"","",,""
"Lanxess","Chemical industry","7.2",,,14000,"",,"","",,""
"Cassa di Risparmio della Repubblica di San Marino","Financial services","1.5454E7",,,155,"",,"","",,""
"D'decor","Home improvement","1.0E8",,,2000,"",,"","",,""
"LKAB","Mining","1.62E10",,,4463,"",,"","",,""
"Winn-Dixie","Retail,Supermarket","1.0E10",,,41000,"",,"","",,""
"Wolters Kluwer","Publishing","4.6E9",,,19200,"",,"","",,""
"Woodside Petroleum","Petroleum industry","3.6E9",,,3300,"",,"","",,""
"Wärtsilä","Manufacturing","4.604E9",,,18000,"",,"","",,""
"Wirecard","Financial services,Payment processor,Technology","2.02E9",,,5300,"",,"","",,""
"Rohm","Electronics,Semiconductor","352369.0",,,21308,"",,"","",,""
"Rubin (company)","Drink","2.586E7",,,309,"",,"","",,""
"Lincare Holdings","Health care","1.8E9",,,11000,"",,"","",,""
"Dilek Ecza Deposu","Health care","200.0",,,600,"",,"","",,""
"Rooms To Go","Furniture","2.2E9",,,7000,"",,"","",,""
"Rubix","Conglomerate (company)","2.2E9",,,8000,"",,"","",,""
"Knight Capital Group","Financial services","1.404E9",,,1418,"",,"","",,""
"Robinson Helicopter Company","Aerospace","2.0E8",,,1300,"",,"","",,""
"Rubio's Coastal Grill","Restaurant","1.889E8",,,4000,"",,"","",,""
"Dnata UK","Aviation","1.488E8",,,2000,"",,"","",,""
"Rogers Telecom","Telecommunications","8.18E8",,,1800,"",,"","",,""
"AltaGas","Petroleum industry,Public utility","5.5E9",,,2801,"",,"","",,""
"Amazon (company)","Artificial intelligence,Cloud computing,Consumer electronics,Digital distribution,E-commerce,Entertainment,Self-driving car,Supermarket","4.69822E11",,,1608000,"",,"","",,""
"American Well","Health care","2.453E8",,,812,"",,"","",,""
"Analog Devices","Semiconductor","5.794E9",,,15300,"",,"","",,""
"American Family Insurance","Finance,Insurance","1.22E10",,,11307,"",,"","",,""
"American Financial Group","Financial services","8.23E9",,,7600,"",,"","",,""
"Allergan, Inc.","Aesthetic medicine","6.2E9",,,11400,"",,"","",,""
"Allied Telesis","Networking hardware","2.839E10",,,1621,"",,"","",,""
"AmRest","Coffeehouse,Restaurant","1.546E9",,,49000,"",,"","",,""
"Amprion","Transmission system operator","7302000.0",,,950,"",,"","",,""
"Bennet (supermarket)","Retail","1.6E9",,,8000,"",,"","",,""
"Billa (supermarket)","Retail","1.302E10",,,76174,"",,"","",,""
"ChannelAdvisor","E-commerce","1.451E8",,,725,"",,"","",,""
"Chedraui","Retail","4.7E9",,,38000,"",,"","",,""
"Chicago Bridge & Iron Company","Construction,Engineering,Fossil fuel","6.7E9",,,40000,"",,"","",,""
"China Eastern Airlines","Airline","8.525E10",,,80000,"",,"","",,""
"ChargePoint","Electric vehicle charging network","1.46E8",,,1319,"",,"","",,""
"China Medical Technologies","Health technology","8.42E8",,,971,"",,"","",,""
"ATEbank","Financial services","8.065E8",,,8915,"",,"","",,""
"Big Yellow Group","Self storage","1.352E8",,,370,"",,"","",,""
"Biocompatibles","Pharmaceutical industry","9100000.0",,,89,"",,"","",,""
"Chang Hwa Bank","Bank","4.72E8",,,6592,"",,"","",,""
"China Resources Land","Real estate","14.21",,,31064,"",,"","",,""
"China Sun Group High-Tech","Electric battery","2.53E7",,,258,"",,"","",,""
"Froiz","Retail","5.22E8",,,5000,"",,"","",,""
"Frosta AG","Food processing,Foodservice","5.01E8",,,1709,"",,"","",,""
"Furukawa Electric","Electrical device","7.529E9",,,3704,"",,"","",,""
"Furukawa Electric","Electrical device","8.43344E11",,,3704,"",,"","",,""
"GEA Group","Food industry","4828.0",,,18642,"",,"","",,""
"GEK Terna","Construction,Energy","9.713E8",,,2,"",,"","",,""
"China Natural Gas","Natural gas","2.1E7",,,710,"",,"","",,""
"Forma Ideale","Manufacturing","8.196E7",,,1670,"",,"","",,""
"Fox Corporation","Mass media","1.23E10",,,9000,"",,"","",,""
"Fred's","Discount store","2.125E9",,,7324,"",,"","",,""
"Four Seasons Hotels and Resorts","Hospitality industry","4.3E9",,,45000,"",,"","",,""
"Freeport-McMoRan","Metal,Mining","1.4198E10",,,6900,"",,"","",,""
"Frontline Ltd.","Oil tanker","9.5638E8",,,70,"",,"","",,""
"China Mobile","Telecommunications","7.46E11",,,456239,"",,"","",,""
"GSE Systems","Process control","5.68E7",,,450,"",,"","",,""
"Jura Elektroapparate","Home appliance","5.799E8",,,808,"",,"","",,""
"KONČAR Group","Energy","4.5929E8",,,3639,"",,"","",,""
"KUKA","Automation","8.507E8",,,3456,"",,"","",,""
"KUKA","Automation","8.507E8",,,3643,"",,"","",,""
"Kakao M","Entertainment","3.232E8",,,361,"",,"","",,""
"Toho Gas","Energy","461199.0",,,2858,"",,"","",,""
"Tokyo Gas","Energy","1535242.0",,,16832,"",,"","",,""
"Topcon","Electronics","1.1668E11",,,3977,"",,"","",,""
"GK Software","Enterprise software","1.176E8",,,1159,"",,"","",,""
"Gabe's","Retail","1.0E9",,,6300,"",,"","",,""
"Juki","Machine","6.57E8",,,5287,"",,"","",,""
"Jumbo S.A.","Retail","6.9403E8",,,7,"",,"","",,""
"Tokyo Cement","Material","42962.0",,,1431,"",,"","",,""
"Toll Brothers","Home construction","6.94E9",,,4500,"",,"","",,""
"KCG Holdings","Financial services","1.45E9",,,1093,"",,"","",,""
"KS Oils","Fast-moving consumer goods","4.24619E9",,,3000,"",,"","",,""
"TokenEx","Data security","1.0E7",,,30,"",,"","",,""
"Toppan","Printing","1.5793E10",,,48878,"",,"","",,""
"Tokuyama Corporation","Chemical industry","2.78E9",,,5756,"",,"","",,""
"Takenaka Corporation","Architecture,Construction,Engineering","1284.0",,,166,"",,"","",,""
"Tom Tailor","Fashion","8.438E8",,,6158,"",,"","",,""
"TDG Limited","Logistics,Supply chain management","6.621E8",,,6500,"",,"","",,""
"Trimble Inc.","Radio-frequency identification","3.3E9",,,11500,"",,"","",,""
"National Housing and Construction Company","Housing","6000000.0",,,150,"",,"","",,""
"Travelex","Financial services","729.5",,,5437,"",,"","",,""
"Walter Construction Group","Construction","5.0E8",,,1000,"",,"","",,""
"Banca Intesa Beograd","Financial services","2.3011E8",,,3011,"",,"","",,""
"Travelgenio","Travel agency","3.5E7",,,200,"",,"","",,""
"Travelgenio","Travel agency","1.8E8",,,200,"",,"","",,""
"Terminix","Pest control","1.798E9",,,10500,"",,"","",,""
"Banco Credicoop","Bank,Insurance,Pension fund","2.73E8",,,5000,"",,"","",,""
"Banco de Bogotá","Financial services","3.4E9",,,9926,"",,"","",,""
"Bank BIC Namibia","Financial services","2.69E7",,,25,"",,"","",,""
"Bank Mendes Gans","Cash management,Financial services","7.6764E7",,,157,"",,"","",,""
"Bank OZK","Financial services","9.654E8",,,2563,"",,"","",,""
"Bank of Hawaii","Finance","6.55243E8",,,2122,"",,"","",,""
"Bank of China","Bank,Financial services","5.0381E11",,,311000,"",,"","",,""
"Bank of Florida","Bank","7.1E7",,,218,"",,"","",,""
"Jan De Nul","Civil engineering,Dredging,Ecosystem service,Land reclamation","2.109",,,6200,"",,"","",,""
"Banner Bank","Financial services","225.0",,,2000,"",,"","",,""
"Serneke","Construction","6.871E9",,,1120,"",,"","",,""
"Service Corporation International","Death care industry in the United States","3.23",,,19468,"",,"","",,""
"Batesville Casket Company","Funeral","6.4E8",,,3460,"",,"","",,""
"Itaúsa","Holding company","1.5E9",,,126800,"",,"","",,""
"Itochu Techno-Solutions","Information technology","487.0",,,8808,"",,"","",,""
"JBS USA","Food processing","2.78E10",,,78000,"",,"","",,""
"JPMorgan Chase","Financial services","1.1954E11",,,255351,"",,"","",,""
"Shindengen Electric Manufacturing","Electrical device","9.21E10",,,4956,"",,"","",,""
"Shindengen Electric Manufacturing","Electrical device","8.67E8",,,4956,"",,"","",,""
"Shopify","E-commerce","4.61E9",,,10000,"",,"","",,""
"Siemens Mexico","Conglomerate (company)","1.538E9",,,7370,"",,"","",,""
"Siemens Pakistan","List of engineering universities and colleges in Pakistan","1.383E8",,,697,"",,"","",,""
"Tigar Tyres","Manufacturing","6.868E8",,,3388,"",,"","",,""
"Shengqu Games","Video game industry","6.497E9",,,8431,"",,"","",,""
"The Restaurant Group","Restaurant","4.598E8",,,14000,"",,"","",,""
"Evraz Oregon Steel Mills","Steel","1258.0",,,2000,"",,"","",,""
"FEMSA","Drink,Retail","5.067E11",,,230000,"",,"","",,""
"Marukome","Food industry","4.39E10",,,436,"",,"","",,""
"Exim Bank (Tanzania)","Financial services","3.37E9",,,924,"",,"","",,""
"Exim Bank (Uganda)","Financial services","764100.0",,,180,"",,"","",,""
"FTI Consulting","Professional services","2.35E9",,,6200,"",,"","",,""
"Fenner (company)","Polymer","6.554E8",,,4330,"",,"","",,""
"Marsh McLennan","Insurance broker,Professional services","1.984E10",,,81000,"",,"","",,""
"Martin Professional","Architectural lighting design,Stage lighting","3.8E7",,,800,"",,"","",,""
"FBC Bank","Bank","1.66E7",,,390,"",,"","",,""
"Fairfax Media","Media (communication)","1.73E9",,,25,"",,"","",,""
"Fannie Mae","Financial services","1.202E11",,,7500,"",,"","",,""
"Ferrovienord","Rail transport","8.4013421E7",,,931,"",,"","",,""
"Fiducia IT","IT service management","1016.1",,,2012,"",,"","",,""
"Marshall Aerospace and Defence Group","Aerospace","1.0E9",,,4400,"",,"","",,""
"F5, Inc.","Technology","2161.0",,,6550,"",,"","",,""
"FairPoint Communications","Telecommunications","1274.0",,,3300,"",,"","",,""
"Morris Air","Airline","1.16E8",,,2000,"",,"","",,""
"Resolution plc","Insurance,Life insurance,Pension","5152.0",,,40,"",,"","",,""
"Critical Path, Inc.","Software","6.6963E7",,,331,"",,"","",,""
"Home Bargains","Retail","2.5E9",,,22000,"",,"","",,""
"Howard Hughes Corporation","Real estate development","6.99E8",,,600,"",,"","",,""
"DiGennaro Communications","Public relations","5000000.0",,,35,"",,"","",,""
"Mitsuoka","Car","2.27E8",,,580,"",,"","",,""
"Rock River Arms","Manufacturing","2.2E7",,,51,"",,"","",,""
"Galapagos NV","Pharmaceutical industry","2.88836E8",,,725,"",,"","",,""
"HollyFrontier","Petroleum industry","1.1183E10",,,3891,"",,"","",,""
"Honeywell","Conglomerate (company)","3.4392E10",,,103000,"",,"","",,""
"Deutsche EuroShop","Real property","2.241E8",,,4,"",,"","",,""
"Wacker Neuson","Heavy equipment","1.6E9",,,5500,"",,"","",,""
"Webster's Brewery","Brewing","1.0E8",,,600,"",,"","",,""
"Hoya Corporation","Electronics","4.9E11",,,34635,"",,"","",,""
"Huawei","Artificial intelligence,Automation,Cloud computing,Consumer electronics,Internet of things,Networking hardware,Semiconductor industry,Telecommunications equipment","1.3623E11",,,197000,"",,"","",,""
"Hrvatski Telekom","Telecommunications","7783.0",,,5698,"",,"","",,""
"IGP (e-gifting retailer)","E-commerce","3.0E7",,,300,"",,"","",,""
"Littelfuse","Automotive industry,Electricity,Electronics,Silicon","1.7E9",,,12000,"",,"","",,""
"MOS Burger","Foodservice","6.2371E10",,,1375,"",,"","",,""
"Maccaferri","Civil engineering","5.35E8",,,3,"",,"","",,""
"Maire Tecnimont","Engineering,General contractor","2.6E9",,,5960,"",,"","",,""
"Majorel","Corporate services","1.2E9",,,50000,"",,"","",,""
"IRobot","Robotics","1.214E9",,,920,"",,"","",,""
"MRM//McCann","Marketing","300.0",,,2300,"",,"","",,""
"Mainfreight","Logistics","3.54E9",,,9240,"",,"","",,""
"Makino","Machine","1.65E9",,,4731,"",,"","",,""
"MRV Engenharia","Construction","1.3E9",,,5706,"",,"","",,""
"Manufactum","Retail","7.5E7",,,400,"",,"","",,""
"CB Insights","Private equity,Venture capital","1.0E8",,,400,"",,"","",,""
"CAST (company)","Software","4.5E7",,,380,"",,"","",,""
"CRT Group","Intermodal freight transport","1.0E8",,,250,"",,"","",,""
"Novosti a.d.","Mass media","1.076E7",,,347,"",,"","",,""
"Nsite Software","Software","0.0",,,0,"",,"","",,""
"Nutrien","Agriculture","2.0908E10",,,23100,"",,"","",,""
"Odinsa","Infrastructure","1.956E8",,,1275,"",,"","",,""
"Mapfre","Insurance","2.5419E10",,,33730,"",,"","",,""
"Maple Leaf Foods","Food,Food packaging","3.94E9",,,24000,"",,"","",,""
"Brighton Energy Co-operative","Renewable energy","258347.0",,,2,"",,"","",,""
"OP Financial Group","Financial services","3.115E9",,,12269,"",,"","",,""
"Ocwen","Financial services","1.8E10",,,6400,"",,"","",,""
"Nova (Forthnet)","Telecommunications","2.62E8",,,959,"",,"","",,""
"Novozymes","Biotechnology","14951.0",,,6527,"",,"","",,""
"O2 (Ireland)","Internet access,Telecommunications","9.05E8",,,1787,"",,"","",,""
"Okta (company)","Software industry","8.35E8",,,2379,"",,"","",,""
"Rent the Runway","E-commerce","1.0E8",,,1800,"",,"","",,""
"Riso Kagaku Corporation","Electronics","7.625E8",,,3563,"",,"","",,""
"Rlg Communications","Consumer electronics,Information and communications technology,Social change","1.2E9",,,2500,"",,"","",,""
"Simpson Gumpertz & Heger Inc.","Architecture,Construction,Engineering","1.1E8",,,625,"",,"","",,""
"Sivensa","Steel","1.7E9",,,2800,"",,"","",,""
"Republic Services","Waste management","1.0153E10",,,35000,"",,"","",,""
"Rheinmetall","Arms industry","6.255E9",,,25767,"",,"","",,""
"Ria Money Transfer","Electronic funds transfer,Financial services","1.18E9",,,4000,"",,"","",,""
"RockTenn","Packaging and labeling","9.895E9",,,26000,"",,"","",,""
"Rex Energy","Petroleum industry","1.39E8",,,104,"",,"","",,""
"Reynolds American","Tobacco industry","8.304E9",,,5400,"",,"","",,""
"Rocky Brands","Clothing,Footwear","2.5954E8",,,1600,"",,"","",,""
"Slack Technologies","Internet","4.01E8",,,1664,"",,"","",,""
"Ooma","Telecommunications","1.689E8",,,848,"",,"","",,""
"RetailMeNot","Coupon","2.491E8",,,500,"",,"","",,""
"Rio Tinto (corporation)","Metal,Mining","6.3495E10",,,45000,"",,"","",,""
"Roadchef","Hospitality","188.8",,,3000,"",,"","",,""
"Rockwell Collins","Aerospace manufacturer,Military","6.822E9",,,31200,"",,"","",,""
"SkipTheDishes","Online food ordering","3.12E8",,,2000,"",,"","",,""
"Somaca","Automotive industry","5.32E9",,,1200,"",,"","",,""
"Hans Adler (business)","Food industry","1.0E8",,,320,"",,"","",,""
"Hensel Phelps Construction","Construction,Facility management,Real estate development","5.9E9",,,3000,"",,"","",,""
"IAV","Automotive industry","8.96E8",,,8200,"",,"","",,""
"Sonova","Medical device","2645.0",,,14242,"",,"","",,""
"Sourcefire","Intrusion detection system,Malware,Network security","223.1",,,560,"",,"","",,""
"Sedus","Furniture","162.0",,,880,"",,"","",,""
"Kombiverkehr","Transport","3.47E8",,,156,"",,"","",,""
"Souza Cruz","Tobacco industry","2.6E9",,,9000,"",,"","",,""
"Unisto","Manufacturing","15.0",,,600,"",,"","",,""
"South West Water","Water industry","4.74E8",,,1200,"",,"","",,""
"Orica","Construction,Fossil fuel,Metal,Mining,Tunnel","5.1E9",,,15000,"",,"","",,""
"Orion Group (Bangladesh)","Agribusiness,Aviation,Electric power,Engineering,Hospitality,Medication,Real estate,Textile","3.5E8",,,18000,"",,"","",,""
"Ormat Technologies","Renewable energy","7.05E8",,,1400,"",,"","",,""
"Overaa Construction","Construction","2.35E8",,,350,"",,"","",,""
"Orbitel (Bulgarian company)","Telecommunications","9850000.0",,,126,"",,"","",,""
