"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity similarity","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity similarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_910","dbpedia_6185","0.012903225806451613",,"-99.0","13900.0","-99.0","13900.0","0.986001","0.986001","Jiangxi Copper","MUFG Union Bank","Jiangxi Copper","MUFG Union Bank","0.0","0.0"
"WekaMatchingRule","ft_id_8","dbpedia_1889","0.012903225806451613",,"208000.0","3650.0","208000.0","3650.0","0.79565","0.79565","Bank of America","Atradius","Bank of America","Atradius","0.0","0.0"
"WekaMatchingRule","ft_id_1859","dbpedia_2673","1.0","1","-99.0","5000.0","-99.0","5000.0","0.994901","0.994901","Abrdn","Abrdn","Abrdn","Abrdn","1.0","1.0"
"WekaMatchingRule","ft_id_1391","dbpedia_1836","0.012903225806451613","0","110.0","12269.0","110.0","12269.0","0.987841","0.987841","BNK Financial Group","OP Financial Group","BNK Financial Group","OP Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1692","dbpedia_6757","0.012903225806451613",,"9300.0","4700.0","9300.0","4700.0","0.9954","0.9954","Organon","Thorntons LLC","Organon","Thorntons LLC","0.0","0.0"
"WekaMatchingRule","ft_id_461","dbpedia_5816","0.012903225806451613","0","64436.0","2437.0","64436.0","2437.0","0.938001","0.938001","Sunac China Holdings","DeNA","Sunac China Holdings","DeNA","0.0","0.0"
"WekaMatchingRule","ft_id_4","dbpedia_1885","0.012903225806451613",,"-99.0","3974.0","-99.0","3974.0","0.995927","0.995927","China Construction Bank","GoTo (US Company)","China Construction Bank","GoTo (US Company)","0.0","0.0"
"WekaMatchingRule","ft_id_1695","dbpedia_138","0.012903225806451613","0","-99.0","13500.0","-99.0","13500.0","0.986401","0.986401","Shanghai Commercial & Savings Bank","Tupperware Brands","Shanghai Commercial & Savings Bank","Tupperware Brands","0.0","0.0"
"WekaMatchingRule","ft_id_133","dbpedia_4025","0.012903225806451613","0","19086.0","35000.0","19086.0","35000.0","0.984086","0.984086","CNOOC","Sprouts Farmers Market","CNOOC","Sprouts Farmers Market","0.0","0.0"
"WekaMatchingRule","ft_id_1690","dbpedia_6103","0.012903225806451613","0","1596.0","3200.0","1596.0","3200.0","0.998396","0.998396","SBA Communications","GTT Communications","SBA Communications","GTT Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_975","dbpedia_5089","0.012903225806451613","0","29955.0","40000.0","29955.0","40000.0","0.989955","0.989955","Bancolombia","Airbus Defence and Space","Bancolombia","Airbus Defence and Space","0.0","0.0"
"WekaMatchingRule","ft_id_1461","dbpedia_2880","0.012903225806451613","0","-99.0","10400.0","-99.0","10400.0","0.989501","0.989501","Ahli United Bank","Carvana","Ahli United Bank","Carvana","0.0","0.0"
"WekaMatchingRule","ft_id_808","dbpedia_6392","0.012903225806451613","0","181919.0","475.0","181919.0","475.0","0.8185560000000001","0.8185560000000001","HCL Technologies","SYS Technologies","HCL Technologies","SYS Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1654","dbpedia_1139","1.0","1","14406.0","14542.0","14406.0","14542.0","0.999864","0.999864","Wacker Chemie","Wacker Chemie","Wacker Chemie","Wacker Chemie","1.0","1.0"
"WekaMatchingRule","ft_id_1936","dbpedia_5691","0.012903225806451613","0","1576.0","7800.0","1576.0","7800.0","0.993776","0.993776","TMX Group","TMF Group","TMX Group","TMF Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_175","dbpedia_1120","0.012903225806451613","0","133000.0","22000.0","133000.0","22000.0","0.889","0.889","Dell Technologies","Exela Technologies","Dell Technologies","Exela Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1873","dbpedia_6540","0.012903225806451613","0","12506.0","300.0","12506.0","300.0","0.987794","0.987794","Vietnam Technological & Commercial Joint Stock Bank","Stemcor","Vietnam Technological & Commercial Joint Stock Bank","Stemcor","0.0","0.0"
"WekaMatchingRule","ft_id_1940","dbpedia_4015","0.012903225806451613","0","3312.0","51000.0","3312.0","51000.0","0.952312","0.952312","ASM International","RSM International","ASM International","RSM International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_906","dbpedia_665","0.012903225806451613","0","13313.0","4900.0","13313.0","4900.0","0.991587","0.991587","Alleghany","TSYS","Alleghany","TSYS","0.0","0.0"
"WekaMatchingRule","ft_id_1940","dbpedia_6434","0.012903225806451613","0","3312.0","12521.0","3312.0","12521.0","0.990791","0.990791","ASM International","Edison International","ASM International","Edison International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_544","dbpedia_469","0.012903225806451613","0","36499.0","181.0","36499.0","181.0","0.963682","0.963682","LG Electronics","JJ Electronic","LG Electronics","JJ Electronic","0.0","0.0"
"WekaMatchingRule","ft_id_548","dbpedia_2006","0.012903225806451613","0","43293.0","23000.0","43293.0","23000.0","0.979707","0.979707","Kubota","Avon Products","Kubota","Avon Products","0.0","0.0"
"WekaMatchingRule","ft_id_684","dbpedia_5800","0.012903225806451613","0","-99.0","700.0","-99.0","700.0","0.999201","0.999201","Transneft","Saur Neptun Gdańsk","Transneft","Saur Neptun Gdańsk","0.0","0.0"
"WekaMatchingRule","ft_id_1532","dbpedia_4947","0.012903225806451613","0","14508.0","1300.0","14508.0","1300.0","0.986792","0.986792","Sonova Holding","Robert Dyas","Sonova Holding","Robert Dyas","0.0","0.0"
"WekaMatchingRule","ft_id_1414","dbpedia_2049","0.012903225806451613","0","111140.0","150.0","111140.0","150.0","0.88901","0.88901","Faurecia","Access Bank Rwanda","Faurecia","Access Bank Rwanda","0.0","0.0"
"WekaMatchingRule","ft_id_1664","dbpedia_5514","0.012903225806451613","0","12600.0","8708.0","12600.0","8708.0","0.996108","0.996108","Autodesk","Bank Hapoalim","Autodesk","Bank Hapoalim","0.0","0.0"
"WekaMatchingRule","ft_id_61","dbpedia_3021","1.0","1","90238.0","87828.0","90238.0","87828.0","0.99759","0.99759","Bank of Communications","Bank of Communications","Bank of Communications","Bank of Communications","1.0","1.0"
"WekaMatchingRule","ft_id_1391","dbpedia_6443","0.012903225806451613",,"110.0","1179.0","110.0","1179.0","0.998931","0.998931","BNK Financial Group","Haynes International","BNK Financial Group","Haynes International","0.0","0.0"
"WekaMatchingRule","ft_id_41","dbpedia_301","1.0","1","300000.0","295000.0","300000.0","295000.0","0.995","0.995","CVS Health","CVS Health","CVS Health","CVS Health","1.0","1.0"
"WekaMatchingRule","ft_id_1471","dbpedia_765","0.012903225806451613","0","29661.0","9.0","29661.0","9.0","0.970348","0.970348","IndusInd Bank","ScholarBuys","IndusInd Bank","ScholarBuys","0.0","0.0"
"WekaMatchingRule","ft_id_218","dbpedia_1172","0.012903225806451613","0","149239.0","8000.0","149239.0","8000.0","0.858761","0.858761","Midea Group","ResMed","Midea Group","ResMed","0.0","0.0"
"WekaMatchingRule","ft_id_587","dbpedia_1167","0.012903225806451613","0","60000.0","12313.0","60000.0","12313.0","0.952313","0.952313","Baxter International","Charter International","Baxter International","Charter International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_780","dbpedia_1945","0.012903225806451613","0","11300.0","11500.0","11300.0","11500.0","0.9998","0.9998","KLA","Perrigo","KLA","Perrigo","0.0","0.0"
"WekaMatchingRule","ft_id_1792","dbpedia_6850","0.012903225806451613",,"2218.0","995.0","2218.0","995.0","0.998777","0.998777","Bank of Queensland","Girteka Logistics","Bank of Queensland","Girteka Logistics","0.0","0.0"
"WekaMatchingRule","ft_id_1781","dbpedia_704","0.012903225806451613","0","14500.0","3500.0","14500.0","3500.0","0.989","0.989","Avnet","Western Marine Shipyard","Avnet","Western Marine Shipyard","0.0","0.0"
"WekaMatchingRule","ft_id_1789","dbpedia_2383","0.012903225806451613","0","3710.0","22500.0","3710.0","22500.0","0.98121","0.98121","Gjensidige Forsikring","Travel + Leisure Co.","Gjensidige Forsikring","Travel + Leisure Co.","0.0","0.0"
"WekaMatchingRule","ft_id_1187","dbpedia_3658","0.012903225806451613","0","29515.0","2400.0","29515.0","2400.0","0.972885","0.972885","Kirin Holdings","Mercury Systems","Kirin Holdings","Mercury Systems","0.0","0.0"
"WekaMatchingRule","ft_id_546","dbpedia_2440","0.012903225806451613","0","158000.0","9000.0","158000.0","9000.0","0.851","0.851","Magna International","ManTech International","Magna International","ManTech International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_286","dbpedia_1099","0.012903225806451613","0","27783.0","6092.0","27783.0","6092.0","0.978309","0.978309","Diageo","Bank of Punjab","Diageo","Bank of Punjab","0.0","0.0"
"WekaMatchingRule","ft_id_314","dbpedia_5360","1.0","1","5591.0","4800.0","5591.0","4800.0","0.999209","0.999209","CNP Assurances","CNP Assurances","CNP Assurances","CNP Assurances","1.0","1.0"
"WekaMatchingRule","ft_id_14","dbpedia_4278","1.0","1","63000.0","64000.0","63000.0","64000.0","0.999","0.999","ExxonMobil","ExxonMobil","ExxonMobil","ExxonMobil","1.0","1.0"
"WekaMatchingRule","ft_id_1219","dbpedia_1619","0.012903225806451613","0","-99.0","32.0","-99.0","32.0","0.999869","0.999869","Carnival Corporation","Convera Corporation","Carnival Corporation","Convera Corporation","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1935","dbpedia_241","1.0","1","5100.0","4100.0","5100.0","4100.0","0.999","0.999","Ansys","Ansys","Ansys","Ansys","1.0","1.0"
"WekaMatchingRule","ft_id_16","dbpedia_2214","0.012903225806451613","0","355982.0","13038.0","355982.0","13038.0","0.657056","0.657056","Ping An Insurance Group","Uniqa Insurance Group","Ping An Insurance Group","Uniqa Insurance Group","0.4","0.4"
"WekaMatchingRule","ft_id_1312","dbpedia_901","1.0","1","2993.0","2600.0","2993.0","2600.0","0.999607","0.999607","Arista Networks","Arista Networks","Arista Networks","Arista Networks","1.0","1.0"
"WekaMatchingRule","ft_id_1008","dbpedia_5822","1.0","1","10800.0","13300.0","10800.0","13300.0","0.9975","0.9975","eBay","EBay","eBay","EBay","1.0","1.0"
"WekaMatchingRule","ft_id_1926","dbpedia_1469","0.012903225806451613","0","5239.0","54982.0","5239.0","54982.0","0.950257","0.950257","Wintrust Financial","Truist Financial","Wintrust Financial","Truist Financial","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1134","dbpedia_3729","0.012903225806451613","0","3100.0","1833.0","3100.0","1833.0","0.998733","0.998733","East West Bancorp","PacWest Bancorp","East West Bancorp","PacWest Bancorp","0.25","0.25"
"WekaMatchingRule","ft_id_443","dbpedia_4136","1.0","1","11788.0","7735.0","11788.0","7735.0","0.995947","0.995947","D.R. Horton","D. R. Horton","D.R. Horton","D. R. Horton","1.0","1.0"
"WekaMatchingRule","ft_id_995","dbpedia_4576","0.012903225806451613","0","736.0","450.0","736.0","450.0","0.999714","0.999714","AerCap Holdings","UHU","AerCap Holdings","UHU","0.0","0.0"
"WekaMatchingRule","ft_id_462","dbpedia_712","0.8181818181818182","0","123276.0","123276.0","123276.0","123276.0","1.0","1.0","China Evergrande Group","Evergrande Group","China Evergrande Group","Evergrande Group","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_1046","dbpedia_4967","0.012903225806451613","0","-99.0","377.0","-99.0","377.0","0.999524","0.999524","Wan Hai Lines","Sojaprotein","Wan Hai Lines","Sojaprotein","0.0","0.0"
"WekaMatchingRule","ft_id_1072","dbpedia_6650","0.012903225806451613","0","19500.0","40039.0","19500.0","40039.0","0.979461","0.979461","Microchip Technology","Teva Pharmaceuticals","Microchip Technology","Teva Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","ft_id_985","dbpedia_6508","0.012903225806451613","0","101100.0","35.0","101100.0","35.0","0.898935","0.898935","Tenet Healthcare","NCBA Bank Rwanda","Tenet Healthcare","NCBA Bank Rwanda","0.0","0.0"
"WekaMatchingRule","ft_id_1864","dbpedia_4395","0.012903225806451613","0","-99.0","8200.0","-99.0","8200.0","0.9917009999999999","0.9917009999999999","Inventec","Investec","Inventec","Investec","0.0","0.0"
"WekaMatchingRule","ft_id_1392","dbpedia_6444","0.012903225806451613",,"36034.0","42000.0","36034.0","42000.0","0.994034","0.994034","Oji Holdings","Leidos","Oji Holdings","Leidos","0.0","0.0"
"WekaMatchingRule","ft_id_108","dbpedia_1874","0.012903225806451613","0","174000.0","1400.0","174000.0","1400.0","0.8274","0.8274","Raytheon Technologies","Ormat Technologies","Raytheon Technologies","Ormat Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1390","dbpedia_6446","0.012903225806451613",,"15267.0","2120.0","15267.0","2120.0","0.986853","0.986853","Obayashi","Sturm, Ruger & Co.","Obayashi","Sturm, Ruger & Co.","0.0","0.0"
"WekaMatchingRule","ft_id_1110","dbpedia_4127","0.012903225806451613","0","-99.0","45000.0","-99.0","45000.0","0.954901","0.954901","Credicorp","Cosan","Credicorp","Cosan","0.0","0.0"
"WekaMatchingRule","ft_id_1860","dbpedia_68","1.0","1","26659.0","28255.0","26659.0","28255.0","0.998404","0.998404","Qurate Retail Group","Qurate Retail Group","Qurate Retail Group","Qurate Retail Group","1.0","1.0"
"WekaMatchingRule","ft_id_1357","dbpedia_1045","0.012903225806451613","0","7438.0","1368.0","7438.0","1368.0","0.99393","0.99393","Tokyo Century","Biovail","Tokyo Century","Biovail","0.0","0.0"
"WekaMatchingRule","ft_id_1806","dbpedia_4652","0.012903225806451613","0","-99.0","22000.0","-99.0","22000.0","0.977901","0.977901","NIO","First Data","NIO","First Data","0.0","0.0"
"WekaMatchingRule","ft_id_797","dbpedia_5266","0.012903225806451613","0","69000.0","1764.0","69000.0","1764.0","0.932764","0.932764","Whirlpool","Neogen","Whirlpool","Neogen","0.0","0.0"
"WekaMatchingRule","ft_id_124","dbpedia_4040","0.012903225806451613","0","148000.0","22.0","148000.0","22.0","0.8520220000000001","0.8520220000000001","Unilever","YugoRosGaz","Unilever","YugoRosGaz","0.0","0.0"
"WekaMatchingRule","ft_id_1940","dbpedia_2087","0.012903225806451613","0","3312.0","30000.0","3312.0","30000.0","0.973312","0.973312","ASM International","Harman International","ASM International","Harman International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1603","dbpedia_3110","0.012903225806451613","0","15200.0","2092.0","15200.0","2092.0","0.986892","0.986892","Workday","Southern Water","Workday","Southern Water","0.0","0.0"
"WekaMatchingRule","ft_id_756","dbpedia_1171","1.0","1","71700.0","64100.0","71700.0","64100.0","0.9924","0.9924","Omnicom Group","Omnicom Group","Omnicom Group","Omnicom Group","1.0","1.0"
"WekaMatchingRule","ft_id_1","dbpedia_1882","0.012903225806451613",,"-99.0","900.0","-99.0","900.0","0.999001","0.999001","ICBC","Walker & Dunlop","ICBC","Walker & Dunlop","0.0","0.0"
"WekaMatchingRule","ft_id_1","dbpedia_1881","0.012903225806451613",,"-99.0","1072.0","-99.0","1072.0","0.998829","0.998829","ICBC","Wacom","ICBC","Wacom","0.0","0.0"
"WekaMatchingRule","ft_id_1712","dbpedia_3080","0.012903225806451613","0","-99.0","680.0","-99.0","680.0","0.999221","0.999221","Sumec Corporation","MPC Corporation","Sumec Corporation","MPC Corporation","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1061","dbpedia_865","0.012903225806451613","0","-99.0","1853.0","-99.0","1853.0","0.998048","0.998048","Uni-President","Pioneer Natural Resources","Uni-President","Pioneer Natural Resources","0.0","0.0"
"WekaMatchingRule","ft_id_821","dbpedia_6090","0.012903225806451613",,"9258.0","40646.0","9258.0","40646.0","0.968612","0.968612","Power Grid of India","Fuji Xerox","Power Grid of India","Fuji Xerox","0.0","0.0"
"WekaMatchingRule","ft_id_3","dbpedia_1884","0.012903225806451613",,"271025.0","290.0","271025.0","290.0","0.729265","0.729265","JPMorgan Chase","Školska knjiga","JPMorgan Chase","Školska knjiga","0.0","0.0"
"WekaMatchingRule","ft_id_1693","dbpedia_6758","0.012903225806451613",,"3418.0","3000.0","3418.0","3000.0","0.999582","0.999582","PBF Energy","Tide (transportation company)","PBF Energy","Tide (transportation company)","0.0","0.0"
"WekaMatchingRule","ft_id_1127","dbpedia_4610","1.0","1","29000.0","25000.0","29000.0","25000.0","0.996","0.996","Lululemon Athletica","Lululemon Athletica","Lululemon Athletica","Lululemon Athletica","1.0","1.0"
"WekaMatchingRule","ft_id_1788","dbpedia_4505","0.012903225806451613","0","16241.0","60000.0","16241.0","60000.0","0.956241","0.956241","Smoore International Holdings","BSH Hausgeräte","Smoore International Holdings","BSH Hausgeräte","0.0","0.0"
"WekaMatchingRule","ft_id_142","dbpedia_3561","0.012903225806451613","0","52641.0","5057.0","52641.0","5057.0","0.952416","0.952416","Truist Financial","Wintrust Financial","Truist Financial","Wintrust Financial","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1890","dbpedia_3840","0.012903225806451613","0","7208.0","8127.0","7208.0","8127.0","0.999081","0.999081","PennyMac Financial Services","Endava","PennyMac Financial Services","Endava","0.0","0.0"
"WekaMatchingRule","ft_id_1817","dbpedia_2278","0.012903225806451613","0","-99.0","71789.0","-99.0","71789.0","0.928112","0.928112","Tsim Sha Tsui Properties","Belle International","Tsim Sha Tsui Properties","Belle International","0.0","0.0"
"WekaMatchingRule","ft_id_375","dbpedia_6467","0.012903225806451613","0","25988.0","1402.0","25988.0","1402.0","0.975414","0.975414","Adobe","Klépierre","Adobe","Klépierre","0.0","0.0"
"WekaMatchingRule","ft_id_588","dbpedia_1152","0.012903225806451613","0","-99.0","7000.0","-99.0","7000.0","0.992901","0.992901","Fosun International","ICF International","Fosun International","ICF International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1281","dbpedia_6339","0.012903225806451613",,"20070.0","130000.0","20070.0","130000.0","0.89007","0.89007","Banco de Sabadell","Wanda Group","Banco de Sabadell","Wanda Group","0.0","0.0"
"WekaMatchingRule","ft_id_1301","dbpedia_2803","0.012903225806451613","0","2180.0","7200.0","2180.0","7200.0","0.99498","0.99498","Adyen","Rackspace Technology","Adyen","Rackspace Technology","0.0","0.0"
"WekaMatchingRule","ft_id_1241","dbpedia_178","1.0","1","20030.0","20500.0","20030.0","20500.0","0.99953","0.99953","Arkema","Arkema","Arkema","Arkema","1.0","1.0"
"WekaMatchingRule","ft_id_46","dbpedia_6177","0.012903225806451613","0","87000.0","7515.0","87000.0","7515.0","0.920515","0.920515","RBC","Hypera Pharma","RBC","Hypera Pharma","0.0","0.0"
"WekaMatchingRule","ft_id_1516","dbpedia_6107","0.012903225806451613","1","-99.0","33935.0","-99.0","33935.0","0.965966","0.965966","KGHM Polska Miedz","KGHM Polska Miedź","KGHM Polska Miedz","KGHM Polska Miedź","0.5","0.5"
"WekaMatchingRule","ft_id_958","dbpedia_1553","1.0","1","155000.0","180000.0","155000.0","180000.0","0.975","0.975","Aptiv","Aptiv","Aptiv","Aptiv","1.0","1.0"
"WekaMatchingRule","ft_id_1294","dbpedia_1513","0.012903225806451613","0","11775.0","70.0","11775.0","70.0","0.988295","0.988295","Hopson Development Holdings","Photocure","Hopson Development Holdings","Photocure","0.0","0.0"
"WekaMatchingRule","ft_id_109","dbpedia_1238","0.012903225806451613","0","66279.0","2000.0","66279.0","2000.0","0.935721","0.935721","Enel","Gyoza no Ohsho","Enel","Gyoza no Ohsho","0.0","0.0"
"WekaMatchingRule","ft_id_194","dbpedia_937","0.012903225806451613","0","284000.0","800.0","284000.0","800.0","0.7168","0.7168","HCA Healthcare","Vhi Healthcare","HCA Healthcare","Vhi Healthcare","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_526","dbpedia_471","1.0","1","-99.0","27000.0","-99.0","27000.0","0.972901","0.972901","Banorte","Banorte","Banorte","Banorte","1.0","1.0"
"WekaMatchingRule","ft_id_1279","dbpedia_6408","0.012903225806451613","0","-99.0","7600.0","-99.0","7600.0","0.992301","0.992301","Yara International","Tower International","Yara International","Tower International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_200","dbpedia_2641","1.0","1","45000.0","45000.0","45000.0","45000.0","1.0","1.0","Qualcomm","Qualcomm","Qualcomm","Qualcomm","1.0","1.0"
"WekaMatchingRule","ft_id_1690","dbpedia_3926","0.012903225806451613","0","1596.0","3900.0","1596.0","3900.0","0.997696","0.997696","SBA Communications","Winstar Communications","SBA Communications","Winstar Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_175","dbpedia_2062","1.0","1","133000.0","158000.0","133000.0","158000.0","0.975","0.975","Dell Technologies","Dell Technologies","Dell Technologies","Dell Technologies","1.0","1.0"
"WekaMatchingRule","ft_id_838","dbpedia_1729","0.012903225806451613","0","129284.0","361.0","129284.0","361.0","0.871077","0.871077","TDK","Kakao M","TDK","Kakao M","0.0","0.0"
"WekaMatchingRule","ft_id_1304","dbpedia_5987","0.012903225806451613","0","-99.0","700.0","-99.0","700.0","0.999201","0.999201","China Resources Power","Masergy Communications","China Resources Power","Masergy Communications","0.0","0.0"
"WekaMatchingRule","ft_id_1949","dbpedia_3094","0.012903225806451613","0","196.0","1260.0","196.0","1260.0","0.998936","0.998936","Healthpeak Properties","Onto Innovation","Healthpeak Properties","Onto Innovation","0.0","0.0"
"WekaMatchingRule","ft_id_1941","dbpedia_247","0.012903225806451613","0","6000.0","8000.0","6000.0","8000.0","0.998","0.998","Albemarle","Apotex","Albemarle","Apotex","0.0","0.0"
"WekaMatchingRule","ft_id_1927","dbpedia_1274","0.012903225806451613","0","-99.0","40000.0","-99.0","40000.0","0.959901","0.959901","Banque Centrale Populaire","Maxima Group","Banque Centrale Populaire","Maxima Group","0.0","0.0"
"WekaMatchingRule","ft_id_1114","dbpedia_5086","0.012903225806451613","0","-99.0","140.0","-99.0","140.0","0.999761","0.999761","Siam Commercial Bank","Entanet","Siam Commercial Bank","Entanet","0.0","0.0"
"WekaMatchingRule","ft_id_666","dbpedia_2593","0.012903225806451613","0","26761.0","7500.0","26761.0","7500.0","0.980739","0.980739","Xiamen C&D","Energizer","Xiamen C&D","Energizer","0.0","0.0"
