"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Revenue","1.0","Revenue-{ft_id_1131+ft_id_1888}","ft_id_1131+ft_id_1888","{17227000000|2193000000}","2193000000",,
"Industries","1.0","Industries-{7.1m_581+ft_id_627}","7.1m_581+ft_id_627","{[, banking, ]|[, Diversified Financials, ]}","[]",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_2941+ft_id_1689}","dbpedia_2941+ft_id_1689","{10221|10187}","10221",,
"Country","1.0","Country-{ft_id_492}","ft_id_492","{Japan}","Japan",,
"Revenue","0.6","Revenue-{dbpedia_1604+dbpedia_4098+ft_id_138+ft_id_273+ft_id_522}","dbpedia_1604+dbpedia_4098+ft_id_138+ft_id_273+ft_id_522","{4288000000|18160000000|50984000000|14640000000|21465000000}","4288000000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1213+7.1m_5168+7.1m_6561+ft_id_219}","7.1m_1213+7.1m_5168+7.1m_6561+ft_id_219","{14347|7467|3566|30800}","30800",,
"CeoNames","0.5","CeoNames-{dbpedia_3161+ft_id_428}","dbpedia_3161+ft_id_428","{[, , ]|[, Stefan Bomhard, ]}","[, Stefan Bomhard, ]",,
"Country","1.0","Country-{ft_id_1780}","ft_id_1780","{Japan}","Japan",,
"Industries","1.0","Industries-{7.1m_2952+7.1m_3232+7.1m_3386+7.1m_3538+7.1m_4430+7.1m_4869+ft_id_1866}","7.1m_2952+7.1m_3232+7.1m_3386+7.1m_3538+7.1m_4430+7.1m_4869+ft_id_1866","{[, consumer goods, ]|[, marketing and advertising, ]|[, hospitality, ]|[, consumer goods, ]|[, furniture, ]|[, banking, ]|[, Trading Companies, ]}","[]",,
"Revenue","1.0","Revenue-{ft_id_204}","ft_id_204","{21887000000}","21887000000",,
"CeoNames","1.0","CeoNames-{ft_id_176+ft_id_586}","ft_id_176+ft_id_586","{[, Xavier Huillard, ]|[, Arnaud Roy de Puyfontaine, ]}","[, Arnaud Roy de Puyfontaine, ]",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_1691+ft_id_1028}","dbpedia_1691+ft_id_1028","{7600|6600}","7600",,
"Country","0.0","Country-{7.1m_751+ft_id_896}","7.1m_751+ft_id_896","{finland|Finland}","Finland",,
"City","0.0","City-{7.1m_5718+ft_id_1613}","7.1m_5718+ft_id_1613","{merrillville|Merrillville}","Merrillville",,
"Country","1.0","Country-{ft_id_979}","ft_id_979","{Canada}","Canada",,
"Revenue","1.0","Revenue-{ft_id_1287}","ft_id_1287","{12094000000}","12094000000",,
"Country","0.0","Country-{7.1m_631+ft_id_410}","7.1m_631+ft_id_410","{united arab emirates|United Arab Emirates}","united arab emirates",,
"Name","0.2222222222222222","Name-{7.1m_103+7.1m_2225+7.1m_319+7.1m_404+7.1m_58+dbpedia_3928+dbpedia_681+ft_id_272+ft_id_66}","7.1m_103+7.1m_2225+7.1m_319+7.1m_404+7.1m_58+dbpedia_3928+dbpedia_681+ft_id_272+ft_id_66","{abbott|abc|abbvie|absa|abb|AbbVie|ABB|ABB|AbbVie}","ABB","true","abb"
"Revenue","1.0","Revenue-{ft_id_1154}","ft_id_1154","{11619000000}","11619000000",,
"Name","0.6666666666666666","Name-{7.1m_1393+dbpedia_466+ft_id_1128}","7.1m_1393+dbpedia_466+ft_id_1128","{bath & body works|Bath & Body Works, Inc.|Bath & Body Works}","Bath & Body Works",,
"Industries","0.5","Industries-{dbpedia_6547+ft_id_1839}","dbpedia_6547+ft_id_1839","{[, Computer security
				Internet security
				Network security, ]|[, Business Services & Supplies, ]}","[]",,
"FoundingYear","1.0","FoundingYear-{ft_id_831}","ft_id_831","{1987}","1987",,
"City","0.0","City-{7.1m_1732+7.1m_309+7.1m_3740+7.1m_4690+ft_id_989}","7.1m_1732+7.1m_309+7.1m_3740+7.1m_4690+ft_id_989","{toronto|monroe|minneapolis|madrid|Windsor}","monroe",,
"Country","0.2857142857142857","Country-{7.1m_207+7.1m_244+7.1m_3262+7.1m_3755+7.1m_4299+ft_id_117+ft_id_1459}","7.1m_207+7.1m_244+7.1m_3262+7.1m_3755+7.1m_4299+ft_id_117+ft_id_1459","{brazil|france|india|united states|united states|Brazil|France}","india",,
"City","0.13333333333333333","City-{7.1m_1439+7.1m_1476+7.1m_162+7.1m_1632+7.1m_1742+7.1m_1883+7.1m_202+7.1m_2644+7.1m_437+7.1m_5077+7.1m_610+7.1m_6621+7.1m_824+ft_id_121+ft_id_1418}","7.1m_1439+7.1m_1476+7.1m_162+7.1m_1632+7.1m_1742+7.1m_1883+7.1m_202+7.1m_2644+7.1m_437+7.1m_5077+7.1m_610+7.1m_6621+7.1m_824+ft_id_121+ft_id_1418","{rotterdam|ballsbridge|arlington|san francisco|gurgaon|radnor|new york|sepang|gurgaon|forus|bentonville|new delhi|hong kong|Leiden|San Francisco}","forus",,
"FoundingYear","1.0","FoundingYear-{ft_id_1327}","ft_id_1327","{1869}","1869",,
"Revenue","1.0","Revenue-{dbpedia_2606+ft_id_333}","dbpedia_2606+ft_id_333","{54100000000|58662000000}","54100000000",,
"NumberOfEmployees","0.5","NumberOfEmployees-{7.1m_3948+dbpedia_4813+dbpedia_6706+ft_id_23}","7.1m_3948+dbpedia_4813+dbpedia_6706+ft_id_23","{5591|74590|74590|103669}","74590",,
"Country","0.0","Country-{7.1m_4860+ft_id_1668}","7.1m_4860+ft_id_1668","{denmark|Denmark}","Denmark",,
"CeoNames","0.5","CeoNames-{dbpedia_2422+ft_id_610}","dbpedia_2422+ft_id_610","{[, , ]|[, Anthony G. Capuano, ]}","[, Anthony G. Capuano, ]",,
"Revenue","1.0","Revenue-{dbpedia_5384+ft_id_1910}","dbpedia_5384+ft_id_1910","{5476000000|7866000000}","5476000000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_3866+7.1m_6512+7.1m_7189+ft_id_1054}","7.1m_3866+7.1m_6512+7.1m_7189+ft_id_1054","{4080|3235|3913|9685}","9685",,
"FoundingYear","1.0","FoundingYear-{7.1m_372+ft_id_531}","7.1m_372+ft_id_531","{1998|1998}","1998",,
"Country","0.0","Country-{7.1m_3180+7.1m_5993+7.1m_6060+ft_id_1197+ft_id_1442}","7.1m_3180+7.1m_5993+7.1m_6060+ft_id_1197+ft_id_1442","{united states|canada|netherlands|Japan|United States}","Japan",,
"Country","0.0","Country-{7.1m_299+ft_id_1942}","7.1m_299+ft_id_1942","{brazil|Brazil}","Brazil",,
"Revenue","0.6666666666666666","Revenue-{dbpedia_2257+dbpedia_4725+dbpedia_6615+ft_id_1166+ft_id_1272+ft_id_510+ft_id_568+ft_id_735+ft_id_876}","dbpedia_2257+dbpedia_4725+dbpedia_6615+ft_id_1166+ft_id_1272+ft_id_510+ft_id_568+ft_id_735+ft_id_876","{12|8570000000|1140000000|18406000000|3160000000|39910000000|14068000000|7839000000|14836000000}","1140000000",,
"Revenue","1.0","Revenue-{ft_id_469}","ft_id_469","{8273000000}","8273000000",,
"Industries","0.6666666666666666","Industries-{7.1m_1295+7.1m_5845+dbpedia_483+dbpedia_5525+ft_id_1427+ft_id_1865}","7.1m_1295+7.1m_5845+dbpedia_483+dbpedia_5525+ft_id_1427+ft_id_1865","{[, hospitality, ]|[, retail, ]|[, Leisure industry
				Transport, ]|[, Leisure industry
				Transport, ]|[, Consumer Durables, ]|[, Construction, ]}","[]",,
"Country","0.2727272727272727","Country-{7.1m_2691+7.1m_2693+7.1m_4338+7.1m_4917+7.1m_5564+7.1m_6730+7.1m_7022+ft_id_1437+ft_id_1447+ft_id_521+ft_id_820}","7.1m_2691+7.1m_2693+7.1m_4338+7.1m_4917+7.1m_5564+7.1m_6730+7.1m_7022+ft_id_1437+ft_id_1447+ft_id_521+ft_id_820","{united states|united states|taiwan|italy|united kingdom|united states|israel|United States|Taiwan|United States|India}","India",,
"Country","0.0","Country-{7.1m_488+ft_id_129}","7.1m_488+ft_id_129","{italy|Italy}","italy",,
"NumberOfEmployees","0.7857142857142857","NumberOfEmployees-{7.1m_1182+7.1m_1249+7.1m_2206+7.1m_393+7.1m_4137+7.1m_5832+7.1m_6671+dbpedia_1833+dbpedia_3062+dbpedia_636+ft_id_266+ft_id_311+ft_id_484+ft_id_807}","7.1m_1182+7.1m_1249+7.1m_2206+7.1m_393+7.1m_4137+7.1m_5832+7.1m_6671+dbpedia_1833+dbpedia_3062+dbpedia_636+ft_id_266+ft_id_311+ft_id_484+ft_id_807","{20335|14752|10783|49022|5067|5388|3977|33730|24000|43000|24000|45470|42000|32341}","24000",,
"City","1.0","City-{ft_id_382}","ft_id_382","{Tarrytown}","Tarrytown",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_4076+dbpedia_5613+ft_id_1103}","7.1m_4076+dbpedia_5613+ft_id_1103","{2779|1916|1713}","1916",,
"CeoNames","0.5","CeoNames-{dbpedia_4723+ft_id_1801}","dbpedia_4723+ft_id_1801","{[, , ]|[, Matthew Browning Prince, ]}","[, Matthew Browning Prince, ]",,
"FoundingYear","0.0","FoundingYear-{7.1m_3836+ft_id_1398}","7.1m_3836+ft_id_1398","{1987|2014}","2014",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_2769+ft_id_1298}","7.1m_2769+ft_id_1298","{11446|35336}","35336",,
"CeoNames","0.5","CeoNames-{dbpedia_6554+ft_id_640}","dbpedia_6554+ft_id_640","{[, , ]|[, Steven E. Strah, ]}","[, Steven E. Strah, ]",,
"Industries","0.9166666666666666","Industries-{7.1m_1253+7.1m_1309+7.1m_2775+7.1m_3532+7.1m_440+7.1m_512+7.1m_5526+7.1m_595+7.1m_881+dbpedia_3390+ft_id_1511+ft_id_1934}","7.1m_1253+7.1m_1309+7.1m_2775+7.1m_3532+7.1m_440+7.1m_512+7.1m_5526+7.1m_595+7.1m_881+dbpedia_3390+ft_id_1511+ft_id_1934","{[, mining & metals, ]|[, information technology and services, ]|[, automotive, ]|[, computer software, ]|[, biotechnology, ]|[, insurance, ]|[, industrial automation, ]|[, information technology and services, ]|[, logistics and supply chain, ]|[, Biotechnology, ]|[, Construction, ]|[, Drugs & Biotechnology, ]}","[]",,
"FoundingYear","0.0","FoundingYear-{7.1m_2385+ft_id_1922}","7.1m_2385+ft_id_1922","{1966|1960}","1960",,
"Name","0.6666666666666666","Name-{7.1m_7+dbpedia_6243+ft_id_22}","7.1m_7+dbpedia_6243+ft_id_22","{walmart|Walmart|Walmart}","Walmart",,
"CeoNames","0.75","CeoNames-{dbpedia_4911+dbpedia_5067+ft_id_1709+ft_id_226}","dbpedia_4911+dbpedia_5067+ft_id_1709+ft_id_226","{[, , ]|[, , ]|[, Itaru Tanimura, ]|[, Michael F. Roman, ]}","[, , ]",,
"City","0.06666666666666667","City-{7.1m_1077+7.1m_1438+7.1m_2687+7.1m_3346+7.1m_3391+7.1m_3569+7.1m_3688+7.1m_4129+7.1m_415+7.1m_4175+7.1m_452+7.1m_461+7.1m_4927+7.1m_517+7.1m_5178+7.1m_5314+7.1m_550+7.1m_5843+7.1m_968+7.1m_976+ft_id_1063+ft_id_1326+ft_id_1360+ft_id_1463+ft_id_150+ft_id_1882+ft_id_196+ft_id_305+ft_id_553+ft_id_805}","7.1m_1077+7.1m_1438+7.1m_2687+7.1m_3346+7.1m_3391+7.1m_3569+7.1m_3688+7.1m_4129+7.1m_415+7.1m_4175+7.1m_452+7.1m_461+7.1m_4927+7.1m_517+7.1m_5178+7.1m_5314+7.1m_550+7.1m_5843+7.1m_968+7.1m_976+ft_id_1063+ft_id_1326+ft_id_1360+ft_id_1463+ft_id_150+ft_id_1882+ft_id_196+ft_id_305+ft_id_553+ft_id_805","{pretoria|palo alto|umraniye|ase|aksay|knoxville|birmingham|venray|paris|monterrey|hanover|palo alto|olathe|fornebu|beaverton|mechelen|vancouver|north reading|miamisburg|london|Fornebu|Paris|Tokyo|North Reading|Austin|Lake Forest|Madrid|Welwyn Garden City|Vancouver|Solna}","ase",,
"FoundingYear","0.16666666666666666","FoundingYear-{7.1m_1091+7.1m_1158+7.1m_2395+7.1m_421+7.1m_5094+7.1m_5133+7.1m_588+7.1m_670+7.1m_793+ft_id_1238+ft_id_1484+ft_id_594}","7.1m_1091+7.1m_1158+7.1m_2395+7.1m_421+7.1m_5094+7.1m_5133+7.1m_588+7.1m_670+7.1m_793+ft_id_1238+ft_id_1484+ft_id_594","{1986|1977|2001|2000|1874|1957|1982|1980|1970|1986|1888|1969}","1986",,
"Revenue","0.5","Revenue-{dbpedia_5757+ft_id_1464}","dbpedia_5757+ft_id_1464","{8408000000|8408000000}","8408000000","true","8408000000"
"FoundingYear","1.0","FoundingYear-{ft_id_962}","ft_id_962","{1993}","1993",,
"FoundingYear","1.0","FoundingYear-{7.1m_552+ft_id_1734}","7.1m_552+ft_id_1734","{1968|1968}","1968",,
"NumberOfEmployees","0.875","NumberOfEmployees-{7.1m_3108+7.1m_4216+7.1m_4871+7.1m_854+dbpedia_2213+ft_id_1053+ft_id_1475+ft_id_1505}","7.1m_3108+7.1m_4216+7.1m_4871+7.1m_854+dbpedia_2213+ft_id_1053+ft_id_1475+ft_id_1505","{7342|3309|4894|18230|3015|3497|434|904}","3015",,
"Name","0.5","Name-{dbpedia_1031+ft_id_778}","dbpedia_1031+ft_id_778","{American Airlines Group|American Airlines Group}","American Airlines Group",,
"Revenue","0.75","Revenue-{dbpedia_5335+dbpedia_6576+ft_id_1022+ft_id_1061+ft_id_124+ft_id_1456+ft_id_1680+ft_id_297}","dbpedia_5335+dbpedia_6576+ft_id_1022+ft_id_1061+ft_id_124+ft_id_1456+ft_id_1680+ft_id_297","{688|52444000000|12014000000|16952000000|62000000000|7124000000|8189000000|27786000000}","688",,
"Industries","0.7272727272727273","Industries-{7.1m_1405+7.1m_253+7.1m_307+7.1m_483+dbpedia_1345+dbpedia_5446+dbpedia_6678+ft_id_10+ft_id_1042+ft_id_1231+ft_id_34}","7.1m_1405+7.1m_253+7.1m_307+7.1m_483+dbpedia_1345+dbpedia_5446+dbpedia_6678+ft_id_10+ft_id_1042+ft_id_1231+ft_id_34","{[, retail, ]|[, financial services, ]|[, railroad manufacture, ]|[, information technology and services, ]|[, Ophthalmology, ]|[, Rail transport, ]|[, Financial services, ]|[, IT Software & Services, ]|[, Health Care Equipment & Services, ]|[, Capital Goods, ]|[, Insurance, ]}","[]","true","[, Rail Transport, ]"
"Name","0.6666666666666666","Name-{7.1m_326+dbpedia_2189+ft_id_1710}","7.1m_326+dbpedia_2189+ft_id_1710","{aramark|Aramark|Aramark}","Aramark",,
"Name","0.3333333333333333","Name-{7.1m_5170+dbpedia_865+ft_id_390}","7.1m_5170+dbpedia_865+ft_id_390","{pioneer natural resources company|Pioneer Natural Resources|Pioneer Natural Resources}","Pioneer Natural Resources",,
"NumberOfEmployees","0.9629629629629629","NumberOfEmployees-{7.1m_2096+7.1m_2223+7.1m_2270+7.1m_3225+7.1m_3705+7.1m_3773+7.1m_4162+7.1m_428+7.1m_453+7.1m_4709+7.1m_5019+7.1m_5390+7.1m_5549+7.1m_586+7.1m_5994+7.1m_6018+7.1m_6086+7.1m_6360+7.1m_6536+7.1m_6908+7.1m_7068+7.1m_748+7.1m_953+dbpedia_1255+dbpedia_4395+ft_id_1031+ft_id_633}","7.1m_2096+7.1m_2223+7.1m_2270+7.1m_3225+7.1m_3705+7.1m_3773+7.1m_4162+7.1m_428+7.1m_453+7.1m_4709+7.1m_5019+7.1m_5390+7.1m_5549+7.1m_586+7.1m_5994+7.1m_6018+7.1m_6086+7.1m_6360+7.1m_6536+7.1m_6908+7.1m_7068+7.1m_748+7.1m_953+dbpedia_1255+dbpedia_4395+ft_id_1031+ft_id_633","{7829|8754|9674|3007|5024|6501|6599|45690|13212|4042|2810|2373|3070|22830|3831|2189|7177|5374|8040|3846|1740|9795|10581|2146|8200|8513|3189}","2146",,
"Industries","1.0","Industries-{7.1m_1909+ft_id_1009}","7.1m_1909+ft_id_1009","{[, medical devices, ]|[, Health Care Equipment & Services, ]}","[]",,
"CeoNames","0.5","CeoNames-{dbpedia_4533+ft_id_907}","dbpedia_4533+ft_id_907","{[, , ]|[, William David Mosley, ]}","[, William David Mosley, ]",,
"Industries","1.0","Industries-{7.1m_2181+ft_id_1977}","7.1m_2181+ft_id_1977","{[, airlines/aviation, ]|[, Retailing, ]}","[]",,
"Country","0.0","Country-{7.1m_5317+ft_id_584}","7.1m_5317+ft_id_584","{sweden|United Kingdom}","sweden",,
"Country","0.5","Country-{7.1m_1289+7.1m_4184+7.1m_710+ft_id_837}","7.1m_1289+7.1m_4184+7.1m_710+ft_id_837","{united states|united states|brazil|South Korea}","brazil",,
"Revenue","1.0","Revenue-{ft_id_1022}","ft_id_1022","{12014000000}","12014000000",,
"Industries","1.0","Industries-{7.1m_104+7.1m_1541+7.1m_1550+7.1m_2476+7.1m_4077+7.1m_434+7.1m_541+7.1m_5707+7.1m_6100+7.1m_825+ft_id_1756+ft_id_25+ft_id_94}","7.1m_104+7.1m_1541+7.1m_1550+7.1m_2476+7.1m_4077+7.1m_434+7.1m_541+7.1m_5707+7.1m_6100+7.1m_825+ft_id_1756+ft_id_25+ft_id_94","{[, oil & energy, ]|[, restaurants, ]|[, restaurants, ]|[, farming, ]|[, logistics and supply chain, ]|[, insurance, ]|[, financial services, ]|[, fine art, ]|[, religious institutions, ]|[, luxury goods & jewelry, ]|[, Retailing, ]|[, Oil & Gas Operations, ]|[, Insurance, ]}","[]",,
"Revenue","1.0","Revenue-{ft_id_1155}","ft_id_1155","{16755000000}","16755000000",,
"Name","0.2","Name-{7.1m_1422+7.1m_1905+7.1m_3208+dbpedia_6679+ft_id_1295}","7.1m_1422+7.1m_1905+7.1m_3208+dbpedia_6679+ft_id_1295","{amc|amcor|ameren|Ametek|Ametek}","amc",,
"NumberOfEmployees","0.8","NumberOfEmployees-{7.1m_5868+7.1m_852+dbpedia_6284+ft_id_1588+ft_id_40}","7.1m_5868+7.1m_852+dbpedia_6284+ft_id_1588+ft_id_40","{4631|15862|288481|92694|172425}","288481",,
"Name","0.6666666666666666","Name-{7.1m_203+7.1m_6550+ft_id_105}","7.1m_203+7.1m_6550+ft_id_105","{state bank of india|state bank of india|State Bank of India}","state bank of india",,
"CeoNames","1.0","CeoNames-{ft_id_274}","ft_id_274","{[, Martin Lundstedt, ]}","[, Martin Lundstedt, ]",,
"City","1.0","City-{ft_id_380}","ft_id_380","{Tokyo}","Tokyo",,
"FoundingYear","0.25","FoundingYear-{7.1m_1741+7.1m_2204+7.1m_4678+7.1m_558+7.1m_6056+ft_id_1001+ft_id_172+ft_id_308}","7.1m_1741+7.1m_2204+7.1m_4678+7.1m_558+7.1m_6056+ft_id_1001+ft_id_172+ft_id_308","{1984|1861|1981|1988|1997|2009|1988|1985}","2009",,
"City","0.0","City-{7.1m_2693+ft_id_1437}","7.1m_2693+ft_id_1437","{tulsa|San Francisco}","tulsa",,
"FoundingYear","0.4","FoundingYear-{7.1m_1326+7.1m_1612+7.1m_531+7.1m_722+ft_id_1064}","7.1m_1326+7.1m_1612+7.1m_531+7.1m_722+ft_id_1064","{1928|1921|1919|1873|1928}","1928","true","1928"
"Country","0.0","Country-{7.1m_626+ft_id_246}","7.1m_626+ft_id_246","{united kingdom|United Kingdom}","united kingdom",,
"City","1.0","City-{ft_id_607}","ft_id_607","{Tokyo}","Tokyo",,
"NumberOfEmployees","0.75","NumberOfEmployees-{7.1m_1996+7.1m_25+7.1m_927+7.1m_992+dbpedia_1604+dbpedia_4098+ft_id_273+ft_id_522}","7.1m_1996+7.1m_25+7.1m_927+7.1m_992+dbpedia_1604+dbpedia_4098+ft_id_273+ft_id_522","{6303|203525|18661|22805|37440|300000|49762|324684}","37440",,
"NumberOfEmployees","0.7777777777777778","NumberOfEmployees-{7.1m_168+7.1m_2583+7.1m_3222+7.1m_4132+7.1m_5059+dbpedia_5+dbpedia_6+ft_id_1450+ft_id_221}","7.1m_168+7.1m_2583+7.1m_3222+7.1m_4132+7.1m_5059+dbpedia_5+dbpedia_6+ft_id_1450+ft_id_221","{70560|6905|3021|3785|5618|42100|80000|43000|79000}","80000",,
"Name","0.4","Name-{7.1m_2734+7.1m_3077+7.1m_738+dbpedia_4533+ft_id_907}","7.1m_2734+7.1m_3077+7.1m_738+dbpedia_4533+ft_id_907","{sensata technologies|segula technologies|seagate technology|Seagate Technology|Seagate Technology}","Seagate Technology",,
"Name","0.0","Name-{7.1m_3423+7.1m_3799+7.1m_6852+ft_id_626}","7.1m_3423+7.1m_3799+7.1m_6852+ft_id_626","{meituan.com|medimmune|medibank|Meituan}","Meituan",,
"FoundingYear","0.0","FoundingYear-{7.1m_2138+7.1m_659+ft_id_1786+ft_id_563+ft_id_974}","7.1m_2138+7.1m_659+ft_id_1786+ft_id_563+ft_id_974","{1975|1966|1948|1930|1858}","1858",,
"City","0.0","City-{7.1m_843+ft_id_120}","7.1m_843+ft_id_120","{montrouge|Montrouge}","montrouge",,
"CeoNames","0.5","CeoNames-{dbpedia_3260+ft_id_554}","dbpedia_3260+ft_id_554","{[, , ]|[, Michael A. Witynski, ]}","[, , ]",,
"Name","0.5","Name-{7.1m_4046+dbpedia_3891+dbpedia_754+ft_id_697}","7.1m_4046+dbpedia_3891+dbpedia_754+ft_id_697","{s&p global|S&P Global|S&P Global Ratings|S&P Global}","s&p global",,
"Name","0.6666666666666666","Name-{7.1m_113+dbpedia_301+ft_id_41}","7.1m_113+dbpedia_301+ft_id_41","{cvs health|CVS Health|CVS Health}","CVS Health",,
"Country","0.0","Country-{7.1m_1389+ft_id_338}","7.1m_1389+ft_id_338","{united states|United States}","united states",,
"Country","0.3333333333333333","Country-{7.1m_1225+7.1m_3825+7.1m_5281+7.1m_5367+7.1m_6194+ft_id_1125+ft_id_1283+ft_id_1708+ft_id_285}","7.1m_1225+7.1m_3825+7.1m_5281+7.1m_5367+7.1m_6194+ft_id_1125+ft_id_1283+ft_id_1708+ft_id_285","{netherlands|united states|united states|germany|united states|Russia|United States|United States|South Korea}","Russia",,
"Name","1.0","Name-{7.1m_585+ft_id_469}","7.1m_585+ft_id_469","{fifth third bank|Fifth Third Bank}","Fifth Third Bank",,
"FoundingYear","0.0","FoundingYear-{7.1m_605+ft_id_648}","7.1m_605+ft_id_648","{2003|1847}","1847",,
"CeoNames","1.0","CeoNames-{ft_id_1865}","ft_id_1865","{[, Yoichi Miyamoto, ]}","[, Yoichi Miyamoto, ]",,
"Country","1.0","Country-{ft_id_1527}","ft_id_1527","{United Kingdom}","United Kingdom",,
"Name","1.0","Name-{7.1m_5760+ft_id_1681}","7.1m_5760+ft_id_1681","{united natural foods|United Natural Foods}","united natural foods",,
"City","1.0","City-{ft_id_739}","ft_id_739","{Tokyo}","Tokyo",,
"CeoNames","1.0","CeoNames-{ft_id_1732}","ft_id_1732","{[, Takao Kato, ]}","[, Takao Kato, ]",,
"Country","1.0","Country-{ft_id_497}","ft_id_497","{Japan}","Japan",,
"FoundingYear","0.6666666666666666","FoundingYear-{7.1m_2917+7.1m_5260+ft_id_1449}","7.1m_2917+7.1m_5260+ft_id_1449","{1999|1997|1997}","1997",,
"CeoNames","0.6666666666666666","CeoNames-{dbpedia_3891+dbpedia_754+ft_id_697}","dbpedia_3891+dbpedia_754+ft_id_697","{[, , ]|[, , ]|[, Douglas L. Peterson, ]}","[, , ]",,
"City","0.0","City-{7.1m_831+ft_id_1529}","7.1m_831+ft_id_1529","{rosemont|Rosemont}","rosemont",,
"Name","0.4","Name-{7.1m_1476+7.1m_202+7.1m_437+dbpedia_3849+ft_id_121}","7.1m_1476+7.1m_202+7.1m_437+dbpedia_3849+ft_id_121","{aib|aig|airtel|Airbus|AIRBUS}","aig",,
"City","0.0","City-{7.1m_552+ft_id_1734}","7.1m_552+ft_id_1734","{harrisburg|Camp Hill}","Camp Hill",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_107+dbpedia_6399+ft_id_1598}","7.1m_107+dbpedia_6399+ft_id_1598","{77267|34212|11866}","34212",,
"FoundingYear","0.0","FoundingYear-{7.1m_3723+7.1m_3926+ft_id_1439+ft_id_1840}","7.1m_3723+7.1m_3926+ft_id_1439+ft_id_1840","{1956|1988|2009|1936}","2009",,
"Revenue","0.5","Revenue-{dbpedia_6330+ft_id_155}","dbpedia_6330+ft_id_155","{54900000000|84882000000}","54900000000",,
"Name","1.0","Name-{7.1m_2758+ft_id_115}","7.1m_2758+ft_id_115","{sberbank|Sberbank}","Sberbank",,
"Country","0.0","Country-{7.1m_31+ft_id_419}","7.1m_31+ft_id_419","{sweden|Sweden}","sweden",,
"FoundingYear","0.0","FoundingYear-{7.1m_326+ft_id_1710}","7.1m_326+ft_id_1710","{1939|1959}","1959",,
"FoundingYear","1.0","FoundingYear-{ft_id_1811}","ft_id_1811","{1952}","1952",,
"CeoNames","1.0","CeoNames-{ft_id_1866}","ft_id_1866","{[, Shuji Kita, ]}","[, Shuji Kita, ]",,
"Industries","1.0","Industries-{7.1m_0+7.1m_4013+7.1m_6439+ft_id_97}","7.1m_0+7.1m_4013+7.1m_6439+ft_id_97","{[, information technology and services, ]|[, government administration, ]|[, non-profit organization management, ]|[, IT Software & Services, ]}","[]",,
"Name","1.0","Name-{7.1m_3658+ft_id_1041}","7.1m_3658+ft_id_1041","{delta electronics|Delta Electronics}","Delta Electronics",,
"Country","1.0","Country-{ft_id_498}","ft_id_498","{United Kingdom}","United Kingdom",,
"Name","0.0","Name-{dbpedia_2184+ft_id_1156}","dbpedia_2184+ft_id_1156","{Yum China|Yum China Holdings}","Yum China",,
"FoundingYear","0.0","FoundingYear-{7.1m_4678+ft_id_308}","7.1m_4678+ft_id_308","{1981|1985}","1985",,
"CeoNames","0.5","CeoNames-{dbpedia_2279+ft_id_1573}","dbpedia_2279+ft_id_1573","{[, , ]|[, Frank Markus Weber, ]}","[, Frank Markus Weber, ]",,
"CeoNames","0.6","CeoNames-{dbpedia_224+dbpedia_2818+ft_id_1950+ft_id_301+ft_id_78}","dbpedia_224+dbpedia_2818+ft_id_1950+ft_id_301+ft_id_78","{[, , ]|[, , ]|[, Daniel A. Carestio, ]|[, Howard D. Schultz, ]|[, Carlos Tavares, ]}","[, , ]",,
"Name","0.4","Name-{7.1m_3756+7.1m_4910+7.1m_5944+7.1m_988+ft_id_743}","7.1m_3756+7.1m_4910+7.1m_5944+7.1m_988+ft_id_743","{dsw|dsme|dsb|dsm|DSM}","DSM",,
"FoundingYear","1.0","FoundingYear-{ft_id_1943}","ft_id_1943","{1953}","1953",,
"Name","0.5","Name-{7.1m_4972+7.1m_6273+dbpedia_1774+ft_id_921}","7.1m_4972+7.1m_6273+dbpedia_1774+ft_id_921","{shopify|shop|Shopify|Shopify}","shop",,
"Industries","1.0","Industries-{7.1m_1889+7.1m_192+7.1m_1968+7.1m_3466+7.1m_4794+7.1m_501+7.1m_5754+7.1m_6695+7.1m_975+ft_id_923}","7.1m_1889+7.1m_192+7.1m_1968+7.1m_3466+7.1m_4794+7.1m_501+7.1m_5754+7.1m_6695+7.1m_975+ft_id_923","{[, oil & energy, ]|[, utilities, ]|[, medical devices, ]|[, information technology and services, ]|[, consumer goods, ]|[, primary/secondary education, ]|[, apparel & fashion, ]|[, oil & energy, ]|[, broadcast media, ]|[, Household & Personal Products, ]}","[]",,
"Revenue","0.5","Revenue-{dbpedia_377+ft_id_843}","dbpedia_377+ft_id_843","{8000000000|8971000000}","8000000000",,
"Country","0.0","Country-{7.1m_4590+ft_id_1512}","7.1m_4590+ft_id_1512","{united states|United States}","United States",,
"Revenue","0.5","Revenue-{dbpedia_1847+ft_id_676}","dbpedia_1847+ft_id_676","{10153000000|11296000000}","10153000000",,
