"RecordIDS","AverageConsistency","Name-Consistency","Name-Values","Country-Consistency","Country-Values","NumberOfEmployees-Consistency","NumberOfEmployees-Values","Revenue-Consistency","Revenue-Values","FoundingYear-Consistency","FoundingYear-Values","Industries-Consistency","Industries-Values","City-Consistency","City-Values","Website-Consistency","Website-Values","CeoNames-Consistency","CeoNames-Values"
"7.1m_2246+dbpedia_23","1.0","1.0","{air new zealand|Air New Zealand}","1.0","{new zealand}","1.0","{8347|9988}","1.0","{-72000000}","1.0","{1940}","1.0","{[, airlines/aviation, ]|[, Airline, ]}","1.0","{auckland}",,,"1.0","{[, , ]}"
"7.1m_46281+dbpedia_6871","1.0","1.0","{international meal company|International Meal Company}","1.0","{brazil}","1.0","{733|25000}","1.0","{1000000000}","1.0","{2006}","1.0","{[, food & beverages, ]|[, Restaurant, ]}","1.0","{santo antonio}",,,"1.0","{[, , ]}"
"7.1m_78515+dbpedia_3254","1.0","1.0","{athens international airport s.a.|Athens International Airport S.A.}",,,"1.0","{257|13000}","1.0","{478700000}",,,"1.0","{[, transportation/trucking/railroad, ]|[, Transport, ]}",,,,,"1.0","{[, , ]}"
"7.1m_678+dbpedia_5490+ft_id_1265","0.5555555555555556","0.6666666666666666","{kpn|KPN|KPN}","0.0","{netherlands|Netherlands}","0.6666666666666666","{47611|10102|9699}","0.5","{5283000000|6230000000}","1.0","{1989|1989}","0.6666666666666666","{[, telecommunications, ]|[, Telecommunications, ]|[, Telecommunications Services, ]}","0.0","{the hague|Rotterdam}","1.0","{http://www.kpn.com}","0.5","{[, , ]|[, Joost F. E. Farwerck, ]}"
"7.1m_32661+dbpedia_3876","1.0","1.0","{druva|Druva}","1.0","{united states}","1.0","{615|800}","1.0","{100200000}","1.0","{2008}","1.0","{[, computer software, ]|[, Backup
				Cloud computing, ]}","1.0","{sunnyvale}",,,"1.0","{[, , ]}"
"7.1m_12951+dbpedia_688","1.0","1.0","{morgan advanced materials|Morgan Advanced Materials}","1.0","{united kingdom}","1.0","{1656|7500}","1.0","{910700000}","1.0","{1856}","1.0","{[, glass, ceramics & concrete, ]|[, Manufacturing, ]}","1.0","{berks}",,,"1.0","{[, , ]}"
"7.1m_41080+dbpedia_1688","1.0","1.0","{american well|American Well}","1.0","{united states}","1.0","{470|812}","1.0","{245300000}","1.0","{2006}","1.0","{[, information technology and services, ]|[, Health care, ]}","1.0","{boston}",,,"1.0","{[, , ]}"
"7.1m_159568+dbpedia_3791+dbpedia_6889","0.75","0.6666666666666666","{microgen|Microgen|Microgen}","1.0","{united kingdom}","0.6666666666666666","{530|6000|6000}","0.5","{7600000000|5100000000}","1.0","{1974}","0.6666666666666666","{[, information technology and services, ]|[, Pharmaceutical industry, ]|[, Pharmaceutical industry, ]}","1.0","{london}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_7881+dbpedia_3362","1.0","1.0","{sydbank|Sydbank}","1.0","{denmark}","1.0","{2602|2280}","1.0","{4594000000}","1.0","{1970}","1.0","{[, banking, ]|[, Financial services, ]}","1.0","{aabenraa}",,,"1.0","{[, , ]}"
"7.1m_503+dbpedia_3123","1.0","1.0","{ppg industries|PPG Industries}","1.0","{united states}","1.0","{25020|47300}","1.0","{13834000000}","1.0","{1883}","1.0","{[, chemicals, ]|[, Chemical industry, ]}","1.0","{pittsburgh}",,,"1.0","{[, , ]}"
"7.1m_154011+dbpedia_1451","1.0","1.0","{liberty media|Liberty Media}","1.0","{united states}","1.0","{150|84}","1.0","{8040000000}","1.0","{2001}","1.0","{[, broadcast media, ]|[, Mass media, ]}",,,,,"1.0","{[, , ]}"
"7.1m_356+dbpedia_3532+ft_id_329","0.5555555555555556","0.6666666666666666","{danone|Danone|Danone}","0.0","{france|France}","0.6666666666666666","{44280|102449|98105}","0.5","{25300000000|28654000000}","1.0","{1919|1919}","0.6666666666666666","{[, food production, ]|[, Food processing, ]|[, Food, Drink & Tobacco, ]}","0.0","{paris|Paris}","1.0","{http://www.danone.com}","0.5","{[, , ]|[, Antoine Bernard de Saint-Affrique, ]}"
"7.1m_56683+dbpedia_1653","1.0","1.0","{jat tehnika|Jat Tehnika}",,,"1.0","{356|796}","1.0","{23830000}",,,"1.0","{[, airlines/aviation, ]|[, Aerospace engineering, ]}",,,,,"1.0","{[, , ]}"
"7.1m_55898+dbpedia_4212","1.0","1.0","{belo|Belo}","1.0","{united states}","1.0","{1239|6600}","1.0","{687000000}","1.0","{1842}","1.0","{[, broadcast media, ]|[, Broadcasting
				Interactive media
				Television, ]}","1.0","{dallas}",,,"1.0","{[, , ]}"
"7.1m_26694+dbpedia_2543","1.0","1.0","{mitsui sumitomo insurance group|Mitsui Sumitomo Insurance Group}","1.0","{united states}","1.0","{1163|20237}","1.0","{2137603}",,,"1.0","{[, insurance, ]|[, Insurance, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"7.1m_28021+7.1m_78609+dbpedia_115","0.875","0.6666666666666666","{delivery hero|delivery hero|Delivery Hero}","1.0","{germany}","0.6666666666666666","{805|276|24617}","1.0","{1238000000}","1.0","{2011}","0.6666666666666666","{[, internet, ]|[, internet, ]|[, Online food ordering, ]}","1.0","{berlin}",,,"1.0","{[, , ]}"
"7.1m_6775+dbpedia_5829","1.0","1.0","{east west bank|East West Bank}","1.0","{united states}","1.0","{3279|3000}","1.0","{468800000}","1.0","{1973}","1.0","{[, banking, ]|[, Financial services, ]}","1.0","{pasadena}",,,"1.0","{[, , ]}"
"7.1m_21640+7.1m_3520+dbpedia_5511","0.7142857142857143","0.6666666666666666","{banco safra|banco safra|Banco Safra}","0.5","{brazil|brazil}","0.6666666666666666","{712|7946|5456}","1.0","{5900000000}",,,"0.6666666666666666","{[, investment banking, ]|[, banking, ]|[, Financial services, ]}","0.5","{sao paulo|sao paulo}",,,"1.0","{[, , ]}"
"7.1m_147818+dbpedia_4835","1.0","1.0","{bendbroadband|BendBroadband}","1.0","{united states}","1.0","{194|280}","1.0","{70000000}","1.0","{1955}","1.0","{[, telecommunications, ]|[, Mass media
				Telecommunications, ]}","1.0","{bend}",,,"1.0","{[, , ]}"
"7.1m_36+dbpedia_2191+ft_id_59","0.7407407407407408","0.6666666666666666","{ford motor company|Ford Motor Company|Ford Motor}","0.0","{united states|United States}","1.0","{133963|186000|183000}","1.0","{136341000000|136341000000}","1.0","{1903|1903}","1.0","{[, automotive, ]|[, Automotive industry, ]|[, Consumer Durables, ]}","0.0","{dearborn|Dearborn}","1.0","{http://www.ford.com}","1.0","{[, , ]|[, James D. Farley Jr., ]}"
"7.1m_8+dbpedia_3172+ft_id_11","0.5555555555555556","0.6666666666666666","{microsoft|Microsoft|Microsoft}","0.0","{united states|United States}","0.6666666666666666","{276983|182268|181000}","0.5","{161000000000|184903000000}","1.0","{1975|1975}","0.6666666666666666","{[, computer software, ]|[, Cloud computing
				Computer hardware
				Consumer electronics
				Corporate venture capital
				Internet
				Social networking service
				Software development
				Video game industry, ]|[, IT Software & Services, ]}","0.0","{redmond|Redmond}","1.0","{http://microsoft.com}","0.5","{[, , ]|[, Satya Nadella, ]}"
"7.1m_62442+dbpedia_4991","1.0","1.0","{global savings group|Global Savings Group}","1.0","{germany}","1.0","{244|350}","1.0","{19500000}","1.0","{2012}","1.0","{[, internet, ]|[, Marketing, ]}","1.0","{munich}",,,"1.0","{[, , ]}"
"7.1m_112809+dbpedia_3699","1.0","1.0","{climaveneta|Climaveneta}","1.0","{italy}","1.0","{352|1674}","1.0","{295}","1.0","{1971}","1.0","{[, machinery, ]|[, Central heating
				Heating
				ventilation
				and air conditioning
				Ventilation (architecture), ]}","1.0","{vicenza}",,,"1.0","{[, , ]}"
"7.1m_10581+dbpedia_1258","0.875","0.0","{isle of capri casino|Isle of Capri Casinos}","1.0","{united states}","1.0","{2913|7500}","1.0","{1130000000}","1.0","{1992}","1.0","{[, gambling & casinos, ]|[, Gambling, ]}","1.0","{saint louis}",,,"1.0","{[, , ]}"
"7.1m_26864+7.1m_79053+dbpedia_3231","0.6875","0.6666666666666666","{mutual of america|mutual of america|Mutual of America}","0.5","{united states|united states}","0.6666666666666666","{1014|238|1079}","1.0","{1713}","0.5","{1945|1945}","0.6666666666666666","{[, financial services, ]|[, financial services, ]|[, Financial services, ]}","0.5","{new york|new york}",,,"1.0","{[, , ]}"
"7.1m_4915+dbpedia_6830","1.0","1.0","{soriana|Soriana}","1.0","{mexico}","1.0","{5087|93700}","1.0","{8000000000}","1.0","{1968}","1.0","{[, retail, ]|[, Retail, ]}","1.0","{monterrey}",,,"1.0","{[, , ]}"
"dbpedia_1317+ft_id_279","0.7222222222222222","0.5","{ASML Holding|ASML Holding}","1.0","{Netherlands}","0.5","{31000|29861}","0.5","{13980000000|20651000000}","1.0","{1984}","0.5","{[, Semiconductor industry, ]|[, Semiconductors, ]}","1.0","{Veldhoven}","1.0","{http://www.asml.com}","0.5","{[, , ]|[, Peter T. F. M Wennink, ]}"
"7.1m_7883+dbpedia_3335","1.0","1.0","{eide bailly llp|Eide Bailly LLP}","1.0","{united states}","1.0","{2955|2500}","1.0","{439000000}","1.0","{1917}","1.0","{[, accounting, ]|[, Professional services, ]}","1.0","{fargo}",,,"1.0","{[, , ]}"
"7.1m_149453+dbpedia_2993","1.0","1.0","{kemet corporation|KEMET Corporation}","1.0","{egypt}","1.0","{185|14850}","1.0","{1200000000}","1.0","{1980}","1.0","{[, information technology and services, ]|[, Electronics, ]}","1.0","{cairo}",,,"1.0","{[, , ]}"
"7.1m_66591+dbpedia_5979","1.0","1.0","{van lanschot kempen|Van Lanschot Kempen}",,,"1.0","{245|1564}","1.0","{434000000}",,,"1.0","{[, banking, ]|[, Bank
				Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_118913+dbpedia_6787","1.0","1.0","{brompton bicycle|Brompton Bicycle}","1.0","{united kingdom}","1.0","{194|315}","1.0","{42000000}","1.0","{1975}","1.0","{[, transportation/trucking/railroad, ]|[, Manufacturing, ]}","1.0","{hayes}",,,"1.0","{[, , ]}"
"7.1m_854+dbpedia_4080","1.0","1.0","{vestas|Vestas}","1.0","{denmark}","1.0","{18230|25000}","1.0","{12147000000}","1.0","{1898}","1.0","{[, renewables & environment, ]|[, Electrical device, ]}","1.0","{arhus}",,,"1.0","{[, , ]}"
"dbpedia_4250+ft_id_1153","0.7222222222222222","0.5","{Bank Negara Indonesia|Bank Negara Indonesia}","1.0","{Indonesia}","0.5","{27211|27177}","0.5","{36600000000000|4817000000}","1.0","{1946}","0.5","{[, Bank
				Financial services, ]|[, Banking, ]}","1.0","{Jakarta}","1.0","{http://www.bni.co.id}","0.5","{[, , ]|[, Royke Tumilaar, ]}"
"7.1m_121266+7.1m_46827+7.1m_5012+dbpedia_6324","0.875","0.5","{bollore africa logistics|bolloré africa logistics|bolloré africa logistics|Bolloré Africa Logistics}","1.0","{france|france}","0.75","{204|347|3624|25000}","1.0","{2500000000}","1.0","{2015}","0.75","{[, logistics and supply chain, ]|[, logistics and supply chain, ]|[, maritime, ]|[, Transport, ]}","1.0","{puteaux|puteaux}",,,"1.0","{[, , ]}"
"7.1m_3629+dbpedia_2511","0.8571428571428571","0.0","{bnp paribas personal finance|BNP Paribas Personal Finance UK}","1.0","{france}","1.0","{6896|740}","1.0","{1600000000}",,,"1.0","{[, banking, ]|[, Financial services, ]}","1.0","{paris}",,,"1.0","{[, , ]}"
"7.1m_1627+dbpedia_5473+ft_id_1221","0.5555555555555556","0.6666666666666666","{chipotle mexican grill|Chipotle Mexican Grill|Chipotle Mexican Grill}","0.0","{united states|United States}","0.6666666666666666","{16609|64570|97660}","0.5","{5586000000|7547000000}","1.0","{1993|1993}","0.6666666666666666","{[, restaurants, ]|[, Restaurant, ]|[, Hotels, Restaurants & Leisure, ]}","0.0","{denver|Newport Beach}","1.0","{http://www.chipotle.com}","0.5","{[, , ]|[, Brian R. Niccol, ]}"
"7.1m_3226+dbpedia_6248+ft_id_959","0.4444444444444444","0.6666666666666666","{voya financial|Voya Financial|Voya Financial}","0.0","{united states|United States}","0.6666666666666666","{5369|6000|6000}","0.5","{7600000000|4230000000}","0.0","{2014|1999}","0.6666666666666666","{[, financial services, ]|[, Financial services, ]|[, Insurance, ]}","0.0","{new york|New York}","1.0","{http://www.voya.com}","0.5","{[, , ]|[, Rodney Owen Martin Jr., ]}"
"7.1m_14370+dbpedia_5922","1.0","1.0","{peñoles|Peñoles}",,,"1.0","{1459|66838}","1.0","{7800000000}",,,"1.0","{[, mining & metals, ]|[, Mining, ]}",,,,,"1.0","{[, , ]}"
"7.1m_60988+7.1m_71187+dbpedia_4493","0.625","0.6666666666666666","{aisin|aisin|Aisin}","0.0","{japan|united states}","0.6666666666666666","{345|272|100000}","1.0","{3243178000000}","1.0","{1971}","0.6666666666666666","{[, automotive, ]|[, automotive, ]|[, Automotive industry, ]}","0.0","{kariya|republic}",,,"1.0","{[, , ]}"
"7.1m_19749+dbpedia_2695","1.0","1.0","{denbury resources|Denbury Resources}","1.0","{united states}","1.0","{1315|657}","1.0","{750000000}","1.0","{1990}","1.0","{[, oil & energy, ]|[, Petroleum industry, ]}","1.0","{plano}",,,"1.0","{[, , ]}"
"7.1m_44766+dbpedia_4837","1.0","1.0","{gw pharmaceuticals|GW Pharmaceuticals}","1.0","{united kingdom}","1.0","{441|1161}","1.0","{527000000}","1.0","{1998}","1.0","{[, pharmaceuticals, ]|[, Pharmaceutical industry, ]}","1.0","{salisbury}",,,"1.0","{[, , ]}"
"7.1m_20742+dbpedia_1343","1.0","1.0","{euromoney institutional investor|Euromoney Institutional Investor}","1.0","{united kingdom}","1.0","{2594|2469}","1.0","{336100000}","1.0","{1969}","1.0","{[, publishing, ]|[, Business-to-business, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_3177+dbpedia_4591","1.0","1.0","{garuda indonesia|Garuda Indonesia}",,,"1.0","{4950|20000}","1.0","{4570000000}","1.0","{1949}","1.0","{[, airlines/aviation, ]|[, Airline, ]}",,,,,"1.0","{[, , ]}"
"7.1m_13783+dbpedia_4752","1.0","1.0","{kofax|Kofax}","1.0","{united states}","1.0","{2225|2000}","1.0","{500000000}","1.0","{1985}","1.0","{[, computer software, ]|[, Software, ]}","1.0","{irvine}",,,"1.0","{[, , ]}"
"7.1m_345+dbpedia_1568","1.0","1.0","{nordea|Nordea}","1.0","{sweden}","1.0","{32665|29000}","1.0","{8635000000}",,,"1.0","{[, banking, ]|[, Financial services, ]}","1.0","{ase}",,,"1.0","{[, , ]}"
"dbpedia_3480+ft_id_926","0.7222222222222222","0.5","{Viatris|Viatris}","1.0","{United States}","0.5","{38000|37000}","0.5","{11946000000|17855000000}","1.0","{1961}","0.5","{[, Pharmaceutical industry, ]|[, Drugs & Biotechnology, ]}","1.0","{Canonsburg}","1.0","{http://www.viatris.com}","0.5","{[, , ]|[, Michael Goettler, ]}"
"7.1m_63317+dbpedia_4363","1.0","1.0","{otis spunkmeyer|Otis Spunkmeyer}","1.0","{united states}","1.0","{726|1183}","1.0","{336300000}","1.0","{1977}","1.0","{[, food & beverages, ]|[, Food processing, ]}","1.0","{san leandro}",,,"1.0","{[, , ]}"
"7.1m_1043+dbpedia_4315","1.0","1.0","{iheartmedia|IHeartMedia}","1.0","{united states}","1.0","{24433|9588}","1.0","{3600000000}",,,"1.0","{[, broadcast media, ]|[, Digital media
				Podcast
				Radio broadcasting, ]}","1.0","{san antonio}",,,"1.0","{[, , ]}"
"7.1m_8203+dbpedia_6408","1.0","1.0","{tower international|Tower International}","1.0","{united states}","1.0","{3252|7600}","1.0","{2000000000}",,,"1.0","{[, automotive, ]|[, Automotive industry, ]}","1.0","{livonia}",,,"1.0","{[, , ]}"
"dbpedia_483+dbpedia_5525+ft_id_1427","0.6296296296296295","0.3333333333333333","{Shimano|Shimano|Shimano}","1.0","{Japan}","0.3333333333333333","{11829|11829|13179}","0.3333333333333333","{322990000000|2930000000|4974000000}","1.0","{1921}","0.3333333333333333","{[, Leisure industry
				Transport, ]|[, Leisure industry
				Transport, ]|[, Consumer Durables, ]}","1.0","{Sakai}","1.0","{http://www.shimano.com}","0.3333333333333333","{[, , ]|[, , ]|[, Yozo Shimano, ]}"
"7.1m_37193+dbpedia_1926+ft_id_1804","0.5555555555555556","0.6666666666666666","{kawasaki heavy industries|Kawasaki Heavy Industries|Kawasaki Heavy Industries}","0.0","{japan|Japan}","0.6666666666666666","{698|34010|36691}","0.5","{1300000000000|13604000000}","1.0","{1896|1896}","0.6666666666666666","{[, aviation & aerospace, ]|[, Automotive industry
				Heavy equipment
				Military, ]|[, Conglomerates, ]}","0.0","{kobe|Kobe}","1.0","{http://www.khi.co.jp}","0.5","{[, , ]|[, Yoshinori Kanehana, ]}"
"7.1m_9362+dbpedia_1013+ft_id_1085","0.5925925925925926","0.6666666666666666","{kuwait finance house|Kuwait Finance House|Kuwait Finance House}","0.0","{kuwait|Kuwait}","1.0","{2098|15000}","0.5","{871483000|3475000000}","1.0","{1977|1977}","0.6666666666666666","{[, banking, ]|[, Bank, ]|[, Banking, ]}","0.0","{kuwait city|Kuwait City}","1.0","{http://www.kfh.com}","0.5","{[, , ]|[, Abdulwahab Essa Abdulwahab Al-Rushoud, ]}"
"dbpedia_1218+ft_id_1269","0.7777777777777778","0.5","{Vienna Insurance Group|Vienna Insurance Group}","1.0","{Austria}","1.0","{25947}","0.5","{9657000000|12619000000}","1.0","{1824}","0.5","{[, Financial services, ]|[, Insurance, ]}","1.0","{Vienna}","1.0","{http://www.vig.com}","0.5","{[, , ]|[, Elisabeth Stadler, ]}"
"7.1m_22005+dbpedia_2805","1.0","1.0","{red eléctrica de españa|Red Eléctrica de España}",,,"1.0","{1161|1695}","1.0","{1397000000}","1.0","{1985}","1.0","{[, oil & energy, ]|[, Public utility, ]}",,,,,"1.0","{[, , ]}"
"7.1m_11212+dbpedia_62","1.0","1.0","{qihoo 360|Qihoo 360}","1.0","{china}","1.0","{1775|4200}","1.0","{1390000000}","1.0","{2005}","1.0","{[, internet, ]|[, Software, ]}","1.0","{peking}",,,"1.0","{[, , ]}"
"7.1m_12037+dbpedia_4973","1.0","1.0","{orange jordan|Orange Jordan}","1.0","{jordan}","1.0","{2103|1622}","1.0","{324400000}",,,"1.0","{[, telecommunications, ]|[, Telecommunications, ]}",,,,,"1.0","{[, , ]}"
"7.1m_2125+dbpedia_5467","0.8333333333333334","0.0","{biomerieux|BioMérieux}",,,"1.0","{9525|12800}","1.0","{3100000000}","1.0","{1963}","1.0","{[, biotechnology, ]|[, Biotechnology, ]}",,,,,"1.0","{[, , ]}"
"7.1m_3141+dbpedia_5620+ft_id_1585","0.5555555555555556","0.6666666666666666","{palo alto networks|Palo Alto Networks|Palo Alto Networks}","0.0","{united states|United States}","0.6666666666666666","{4335|11098|10473}","0.5","{4300000000|4858000000}","1.0","{2005|2005}","0.6666666666666666","{[, computer & network security, ]|[, Cloud computing
				Computer security
				Network security, ]|[, Technology Hardware & Equipment, ]}","0.0","{santa clara|Santa Clara}","1.0","{http://www.paloaltonetworks.com}","0.5","{[, , ]|[, Nikesh Arora, ]}"
"7.1m_10690+dbpedia_4633","1.0","1.0","{stage stores|Stage Stores}","1.0","{united states}","1.0","{2953|13600}","1.0","{1640000000}","1.0","{1920}","1.0","{[, retail, ]|[, Retail, ]}","1.0","{houston}",,,"1.0","{[, , ]}"
"7.1m_15467+dbpedia_4262","1.0","1.0","{bechtle|Bechtle}","1.0","{germany}","1.0","{1833|11487}","1.0","{5370000000}","1.0","{1983}","1.0","{[, information technology and services, ]|[, Information technology, ]}","1.0","{neckarsulm}",,,"1.0","{[, , ]}"
"7.1m_108769+dbpedia_6906","1.0","1.0","{manroland|Manroland}","1.0","{united states}","1.0","{325|7147}","1.0","{942000000}","1.0","{1990}","1.0","{[, printing, ]|[, Printing press, ]}","1.0","{westmont}",,,"1.0","{[, , ]}"
"7.1m_6099+dbpedia_5115","1.0","1.0","{axa investment managers|Axa Investment Managers}","1.0","{france}","1.0","{5621|2360}","1.0","{1294}","1.0","{1994}","1.0","{[, investment management, ]|[, Investment management, ]}","1.0","{paris}",,,"1.0","{[, , ]}"
"7.1m_12081+dbpedia_1344","1.0","1.0","{airbus helicopters|Airbus Helicopters}","1.0","{france}","1.0","{1663|20000}","1.0","{5900000000}","1.0","{1992}","1.0","{[, aviation & aerospace, ]|[, Aerospace manufacturer, ]}","1.0","{marignane}",,,"1.0","{[, , ]}"
"7.1m_12292+dbpedia_2653","1.0","1.0","{samsung heavy industries|Samsung Heavy Industries}","1.0","{south korea}","1.0","{1897|11897}","1.0","{7350000000000}","1.0","{1974}","1.0","{[, shipbuilding, ]|[, Engineering
				Naval architecture
				Shipbuilding, ]}","1.0","{seoul}",,,"1.0","{[, , ]}"
"7.1m_3121+7.1m_48965+7.1m_8666+dbpedia_702","0.625","0.5","{waters corporation|water corporation|water corporation|Waters Corporation}","0.0","{united states|australia}","0.75","{5329|318|2358|7500}","1.0","{2309}","1.0","{1958}","0.75","{[, research, ]|[, utilities, ]|[, utilities, ]|[, List of life sciences, ]}","0.0","{milford|leederville}",,,"1.0","{[, , ]}"
